ts_utc,ccy,spread_pct,ccy_mean_spread_pct,spread_ratio,n_prior_readings
2026-09-07T23:05:30.869106+00:00,KHR,0.5456,2.2154,0.2463,63
2026-09-07T23:05:30.869106+00:00,KWD,1.2987,1.2028,1.0798,63
2026-09-07T23:05:30.869106+00:00,KZT,6.4168,5.0738,1.2647,63
2026-09-07T23:05:30.869106+00:00,LAK,3.2654,1.2635,2.5844,63
2026-09-07T23:05:30.869106+00:00,LBP,5.397,3.545,1.5224,128
2026-09-07T23:05:30.869106+00:00,LKR,1.2463,0.6048,2.0606,63
2026-09-07T23:05:30.869106+00:00,MAD,0.917,1.0413,0.8806,63
2026-09-07T23:05:30.869106+00:00,MNT,1.1399,1.0477,1.088,63
2026-09-07T23:05:30.869106+00:00,MXN,0.354,1.078,0.3284,63
2026-09-07T23:05:30.869106+00:00,MZN,1.6841,0.4021,4.1885,63
2026-09-07T23:05:30.869106+00:00,PEN,0.5354,0.644,0.8314,63
2026-09-07T23:05:30.869106+00:00,PHP,0.5267,0.3706,1.4214,63
2026-09-07T23:05:30.869106+00:00,PKR,0.2566,0.1704,1.5056,128
2026-09-07T23:05:30.869106+00:00,QAR,4.0982,3.5109,1.1673,63
2026-09-07T23:05:30.869106+00:00,RWF,0.6614,0.3861,1.7129,63
2026-09-07T23:05:30.869106+00:00,SAR,0.9168,1.2647,0.7249,63
2026-09-07T23:05:30.869106+00:00,SDG,2.6933,2.8026,0.961,63
2026-09-07T23:05:30.869106+00:00,SYP,4.4588,2.2372,1.993,63
2026-09-07T23:05:30.869106+00:00,TND,2.9992,3.5369,0.848,63
2026-09-07T23:05:30.869106+00:00,TRY,4.1838,3.908,1.0706,63
2026-09-07T23:05:30.869106+00:00,TZS,0.6335,0.3953,1.6024,63
2026-09-07T23:05:30.869106+00:00,UAH,-3.5038,-4.2961,,63
2026-09-07T23:05:30.869106+00:00,UGX,0.2608,0.0673,3.8735,63
2026-09-07T23:05:30.869106+00:00,VES,0.3195,0.5928,0.539,63
2026-09-07T23:05:30.869106+00:00,VND,0.2533,0.1091,2.3221,128
2026-09-07T23:05:30.869106+00:00,XAF,-0.0838,-0.1348,,63
2026-09-07T23:05:30.869106+00:00,XOF,-2.3668,-2.8496,,63
2026-09-07T23:05:30.869106+00:00,ZAR,5.283,4.7782,1.1057,63
2026-09-07T23:05:30.869106+00:00,ZMW,2.4742,0.5632,4.3934,63
2026-09-08T00:05:26.933470+00:00,AED,1.7769,1.1458,1.5508,64
2026-09-08T00:05:26.933470+00:00,AFN,5.9954,5.4889,1.0923,60
2026-09-08T00:05:26.933470+00:00,AMD,1.774,1.4187,1.2505,64
2026-09-08T00:05:26.933470+00:00,AOA,-30.4144,-27.4284,,64
2026-09-08T00:05:26.933470+00:00,ARS,0.3652,0.6047,0.6039,64
2026-09-08T00:05:26.933470+00:00,AZN,1.791,1.7957,0.9974,64
2026-09-08T00:05:26.933470+00:00,BDT,0.7669,0.3292,2.3294,129
2026-09-08T00:05:26.933470+00:00,BND,6.1217,-2.8737,,64
2026-09-08T00:05:26.933470+00:00,BOB,0.5575,0.5019,1.1108,129
2026-09-08T00:05:26.933470+00:00,CLP,0.6131,0.9434,0.6499,64
2026-09-08T00:05:26.933470+00:00,COP,0.563,0.8835,0.6373,64
2026-09-08T00:05:26.933470+00:00,DZD,10.9543,2.1234,5.1589,64
2026-09-08T00:05:26.933470+00:00,EGP,-0.0583,-0.1048,,129
2026-09-08T00:05:26.933470+00:00,GEL,0.7692,0.6854,1.1223,64
2026-09-08T00:05:26.933470+00:00,IDR,0.216,0.3085,0.7001,64
2026-09-08T00:05:26.933470+00:00,INR,2.1829,0.0445,49.0488,64
2026-09-08T00:05:26.933470+00:00,IQD,0.9246,0.9869,0.9369,64
2026-09-08T00:05:26.933470+00:00,JOD,0.8451,0.8243,1.0253,64
2026-09-08T00:05:26.933470+00:00,KES,1.5796,0.4517,3.4967,129
2026-09-08T00:05:26.933470+00:00,KHR,1.2353,2.1893,0.5642,64
2026-09-08T00:05:26.933470+00:00,KWD,1.2987,1.2043,1.0784,64
2026-09-08T00:05:26.933470+00:00,KZT,6.7556,5.0948,1.326,64
2026-09-08T00:05:26.933470+00:00,LAK,3.122,1.2948,2.4112,64
2026-09-08T00:05:26.933470+00:00,LBP,8.0181,3.5593,2.2527,129
2026-09-08T00:05:26.933470+00:00,LKR,1.1358,0.6149,1.8472,64
2026-09-08T00:05:26.933470+00:00,MAD,0.917,1.0394,0.8823,64
2026-09-08T00:05:26.933470+00:00,MNT,0.896,1.0492,0.854,64
2026-09-08T00:05:26.933470+00:00,MXN,0.4427,1.0667,0.415,64
2026-09-08T00:05:26.933470+00:00,MZN,1.9423,0.4221,4.6014,64
2026-09-08T00:05:26.933470+00:00,PEN,0.5057,0.6423,0.7873,64
2026-09-08T00:05:26.933470+00:00,PHP,0.431,0.373,1.1555,64
2026-09-08T00:05:26.933470+00:00,PKR,0.2705,0.1711,1.581,129
2026-09-08T00:05:26.933470+00:00,QAR,4.0982,3.5201,1.1642,64
2026-09-08T00:05:26.933470+00:00,RWF,0.7177,0.3904,1.8382,64
2026-09-08T00:05:26.933470+00:00,SAR,1.0471,1.2592,0.8315,64
2026-09-08T00:05:26.933470+00:00,SDG,3.2592,2.8009,1.1636,64
2026-09-08T00:05:26.933470+00:00,SYP,4.4588,2.2719,1.9626,64
2026-09-08T00:05:26.933470+00:00,TND,2.9851,3.5285,0.846,64
2026-09-08T00:05:26.933470+00:00,TRY,4.8193,3.9123,1.2318,64
2026-09-08T00:05:26.933470+00:00,TZS,1.1317,0.3991,2.8359,64
2026-09-08T00:05:26.933470+00:00,UAH,-1.7544,-4.2838,,64
2026-09-08T00:05:26.933470+00:00,UGX,0.2118,0.0704,3.0106,64
2026-09-08T00:05:26.933470+00:00,VES,0.3279,0.5885,0.5572,64
2026-09-08T00:05:26.933470+00:00,VND,0.2434,0.1102,2.2087,129
2026-09-08T00:05:26.933470+00:00,XAF,0.1432,-0.134,,64
2026-09-08T00:05:26.933470+00:00,XOF,-2.2891,-2.842,,64
2026-09-08T00:05:26.933470+00:00,ZAR,5.314,4.786,1.1103,64
2026-09-08T00:05:26.933470+00:00,ZMW,2.6001,0.593,4.3845,64
2026-09-08T01:05:27.685087+00:00,AED,1.6545,1.1555,1.4318,65
2026-09-08T01:05:27.685087+00:00,AFN,5.5129,5.4972,1.0028,61
2026-09-08T01:05:27.685087+00:00,AMD,2.262,1.4241,1.5883,65
2026-09-08T01:05:27.685087+00:00,AOA,-30.4381,-27.4744,,65
2026-09-08T01:05:27.685087+00:00,ARS,0.4394,0.601,0.7311,65
2026-09-08T01:05:27.685087+00:00,AZN,1.791,1.7956,0.9974,65
2026-09-08T01:05:27.685087+00:00,BDT,0.4146,0.3326,1.2466,130
2026-09-08T01:05:27.685087+00:00,BND,6.0418,-2.7353,,65
2026-09-08T01:05:27.685087+00:00,BOB,0.4789,0.5023,0.9534,130
2026-09-08T01:05:27.685087+00:00,CLP,0.7014,0.9383,0.7475,65
2026-09-08T01:05:27.685087+00:00,COP,0.6939,0.8785,0.7898,65
2026-09-08T01:05:27.685087+00:00,DZD,10.0272,2.2592,4.4383,65
2026-09-08T01:05:27.685087+00:00,EGP,0.4075,-0.1045,,130
2026-09-08T01:05:27.685087+00:00,GEL,0.7692,0.6867,1.1202,65
2026-09-08T01:05:27.685087+00:00,IDR,0.3295,0.3071,1.073,65
2026-09-08T01:05:27.685087+00:00,INR,1.8978,0.0774,24.5184,65
2026-09-08T01:05:27.685087+00:00,IQD,1.0824,0.9859,1.0979,65
2026-09-08T01:05:27.685087+00:00,JOD,0.8451,0.8246,1.0249,65
2026-09-08T01:05:27.685087+00:00,KES,1.7446,0.4604,3.7892,130
2026-09-08T01:05:27.685087+00:00,KHR,1.2851,2.1747,0.5909,65
2026-09-08T01:05:27.685087+00:00,KWD,1.2987,1.2057,1.0771,65
2026-09-08T01:05:27.685087+00:00,KZT,7.1889,5.1204,1.404,65
2026-09-08T01:05:27.685087+00:00,LAK,2.2804,1.3229,1.7238,65
2026-09-08T01:05:27.685087+00:00,LBP,9.5238,3.5936,2.6502,130
2026-09-08T01:05:27.685087+00:00,LKR,0.8039,0.6229,1.2906,65
2026-09-08T01:05:27.685087+00:00,MAD,0.9682,1.0375,0.9332,65
2026-09-08T01:05:27.685087+00:00,MNT,0.8243,1.0468,0.7874,65
2026-09-08T01:05:27.685087+00:00,MXN,0.3835,1.0571,0.3628,65
2026-09-08T01:05:27.685087+00:00,MZN,1.8766,0.4455,4.2124,65
2026-09-08T01:05:27.685087+00:00,PEN,0.5503,0.6402,0.8596,65
2026-09-08T01:05:27.685087+00:00,PHP,0.4232,0.3739,1.1319,65
2026-09-08T01:05:27.685087+00:00,PKR,0.3285,0.1719,1.9114,130
2026-09-08T01:05:27.685087+00:00,QAR,3.6187,3.529,1.0254,65
2026-09-08T01:05:27.685087+00:00,RWF,0.7512,0.3955,1.8995,65
2026-09-08T01:05:27.685087+00:00,SAR,1.696,1.256,1.3504,65
2026-09-08T01:05:27.685087+00:00,SDG,4.4046,2.8079,1.5686,65
2026-09-08T01:05:27.685087+00:00,SYP,4.4588,2.3056,1.9339,65
2026-09-08T01:05:27.685087+00:00,TND,4.1074,3.5201,1.1668,65
2026-09-08T01:05:27.685087+00:00,TRY,4.3269,3.9263,1.102,65
2026-09-08T01:05:27.685087+00:00,TZS,1.1338,0.4103,2.7632,65
2026-09-08T01:05:27.685087+00:00,UAH,-1.346,-4.2448,,65
2026-09-08T01:05:27.685087+00:00,UGX,0.2341,0.0725,3.2277,65
2026-09-08T01:05:27.685087+00:00,VES,0.3709,0.5845,0.6346,65
2026-09-08T01:05:27.685087+00:00,VND,0.1304,0.1112,1.1724,130
2026-09-08T01:05:27.685087+00:00,XAF,0.0553,-0.1297,,65
2026-09-08T01:05:27.685087+00:00,XOF,-1.89,-2.8335,,65
2026-09-08T01:05:27.685087+00:00,ZAR,5.376,4.7942,1.1214,65
2026-09-08T01:05:27.685087+00:00,ZMW,1.4058,0.6239,2.2532,65
2026-09-08T02:05:27.302522+00:00,AED,1.6818,1.1631,1.446,66
2026-09-08T02:05:27.302522+00:00,AFN,5.5134,5.4975,1.0029,62
2026-09-08T02:05:27.302522+00:00,AMD,1.9985,1.4368,1.3909,66
2026-09-08T02:05:27.302522+00:00,AOA,-30.4381,-27.5193,,66
2026-09-08T02:05:27.302522+00:00,ARS,0.4384,0.5986,0.7324,66
2026-09-08T02:05:27.302522+00:00,AZN,1.791,1.7956,0.9975,66
2026-09-08T02:05:27.302522+00:00,BDT,0.0789,0.3332,0.2368,131
2026-09-08T02:05:27.302522+00:00,BND,-3.9794,-2.6023,,66
2026-09-08T02:05:27.302522+00:00,BOB,0.3986,0.5021,0.7938,131
2026-09-08T02:05:27.302522+00:00,CLP,0.7916,0.9347,0.8469,66
2026-09-08T02:05:27.302522+00:00,COP,0.5806,0.8757,0.663,66
2026-09-08T02:05:27.302522+00:00,DZD,9.8477,2.3769,4.143,66
2026-09-08T02:05:27.302522+00:00,EGP,-0.0194,-0.1006,,131
2026-09-08T02:05:27.302522+00:00,GEL,0.7692,0.6879,1.1181,66
2026-09-08T02:05:27.302522+00:00,IDR,0.2158,0.3074,0.7019,66
2026-09-08T02:05:27.302522+00:00,INR,1.8407,0.105,17.533,66
2026-09-08T02:05:27.302522+00:00,IQD,1.1891,0.9874,1.2043,66
2026-09-08T02:05:27.302522+00:00,JOD,0.9866,0.8249,1.196,66
2026-09-08T02:05:27.302522+00:00,KES,1.3717,0.4702,2.9172,131
2026-09-08T02:05:27.302522+00:00,KHR,0.6692,2.1612,0.3096,66
2026-09-08T02:05:27.302522+00:00,KWD,1.2987,1.2071,1.0759,66
2026-09-08T02:05:27.302522+00:00,KZT,7.0956,5.1517,1.3773,66
2026-09-08T02:05:27.302522+00:00,LAK,0.9838,1.3374,0.7356,66
2026-09-08T02:05:27.302522+00:00,LBP,7.42,3.6389,2.0391,131
2026-09-08T02:05:27.302522+00:00,LKR,0.653,0.6256,1.0438,66
2026-09-08T02:05:27.302522+00:00,MAD,1.1196,1.0364,1.0802,66
2026-09-08T02:05:27.302522+00:00,MNT,0.8142,1.0435,0.7803,66
2026-09-08T02:05:27.302522+00:00,MXN,0.4718,1.0469,0.4507,66
2026-09-08T02:05:27.302522+00:00,MZN,1.4447,0.4672,3.0924,66
2026-09-08T02:05:27.302522+00:00,PEN,0.5802,0.6388,0.9082,66
2026-09-08T02:05:27.302522+00:00,PHP,0.2636,0.3746,0.7036,66
2026-09-08T02:05:27.302522+00:00,PKR,0.2408,0.1731,1.3915,131
2026-09-08T02:05:27.302522+00:00,QAR,5.7467,3.5304,1.6278,66
2026-09-08T02:05:27.302522+00:00,RWF,0.6236,0.4009,1.5557,66
2026-09-08T02:05:27.302522+00:00,SAR,1.437,1.2626,1.1381,66
2026-09-08T02:05:27.302522+00:00,SDG,4.4043,2.8321,1.5551,66
2026-09-08T02:05:27.302522+00:00,SYP,4.378,2.3382,1.8724,66
2026-09-08T02:05:27.302522+00:00,TND,4.1074,3.529,1.1639,66
2026-09-08T02:05:27.302522+00:00,TRY,5.24,3.9323,1.3325,66
2026-09-08T02:05:27.302522+00:00,TZS,1.1316,0.4213,2.686,66
2026-09-08T02:05:27.302522+00:00,UAH,-1.8636,-4.2009,,66
2026-09-08T02:05:27.302522+00:00,UGX,0.2096,0.075,2.7956,66
2026-09-08T02:05:27.302522+00:00,VES,0.4598,0.5812,0.7911,66
2026-09-08T02:05:27.302522+00:00,VND,0.1148,0.1114,1.0308,131
2026-09-08T02:05:27.302522+00:00,XAF,0.041,-0.1269,,66
2026-09-08T02:05:27.302522+00:00,XOF,-1.4997,-2.8192,,66
2026-09-08T02:05:27.302522+00:00,ZAR,5.407,4.803,1.1258,66
2026-09-08T02:05:27.302522+00:00,ZMW,1.4058,0.6358,2.2112,66
2026-09-08T03:05:31.506920+00:00,AED,1.5074,1.1708,1.2875,67
2026-09-08T03:05:31.506920+00:00,AFN,5.6475,5.4977,1.0272,63
2026-09-08T03:05:31.506920+00:00,AMD,1.9985,1.4452,1.3828,67
2026-09-08T03:05:31.506920+00:00,AOA,-30.4381,-27.5628,,67
2026-09-08T03:05:31.506920+00:00,ARS,0.534,0.5962,0.8957,67
2026-09-08T03:05:31.506920+00:00,AZN,1.791,1.7955,0.9975,67
2026-09-08T03:05:31.506920+00:00,BDT,0.2802,0.3313,0.8458,132
2026-09-08T03:05:31.506920+00:00,BND,-4.7751,-2.6229,,67
2026-09-08T03:05:31.506920+00:00,BOB,0.4785,0.5013,0.9544,132
2026-09-08T03:05:31.506920+00:00,CLP,0.5316,0.9326,0.57,67
2026-09-08T03:05:31.506920+00:00,COP,0.6293,0.8713,0.7222,67
2026-09-08T03:05:31.506920+00:00,DZD,3.9839,2.4884,1.601,67
2026-09-08T03:05:31.506920+00:00,EGP,0.0195,-0.1,,132
2026-09-08T03:05:31.506920+00:00,GEL,0.7692,0.6892,1.1162,67
2026-09-08T03:05:31.506920+00:00,IDR,0.2613,0.3061,0.8537,67
2026-09-08T03:05:31.506920+00:00,INR,1.2197,0.1309,9.3184,67
2026-09-08T03:05:31.506920+00:00,IQD,1.1955,0.9904,1.2071,67
2026-09-08T03:05:31.506920+00:00,JOD,0.8451,0.8273,1.0215,67
2026-09-08T03:05:31.506920+00:00,KES,1.1804,0.477,2.4744,132
2026-09-08T03:05:31.506920+00:00,KHR,1.2602,2.1389,0.5892,67
2026-09-08T03:05:31.506920+00:00,KWD,1.2987,1.2085,1.0747,67
2026-09-08T03:05:31.506920+00:00,KZT,6.2159,5.1807,1.1998,67
2026-09-08T03:05:31.506920+00:00,LAK,0.9894,1.3321,0.7427,67
2026-09-08T03:05:31.506920+00:00,LBP,5.9618,3.6675,1.6256,132
2026-09-08T03:05:31.506920+00:00,LKR,0.4692,0.626,0.7495,67
2026-09-08T03:05:31.506920+00:00,MAD,1.1196,1.0377,1.0789,67
2026-09-08T03:05:31.506920+00:00,MNT,0.6062,1.04,0.5829,67
2026-09-08T03:05:31.506920+00:00,MXN,0.501,1.0383,0.4825,67
2026-09-08T03:05:31.506920+00:00,MZN,1.5944,0.4818,3.3095,67
2026-09-08T03:05:31.506920+00:00,NPR,20.0416,17.4754,1.1468,55
2026-09-08T03:05:31.506920+00:00,PEN,0.5654,0.6379,0.8863,67
2026-09-08T03:05:31.506920+00:00,PHP,0.3678,0.373,0.9861,67
2026-09-08T03:05:31.506920+00:00,PKR,0.2463,0.1736,1.419,132
2026-09-08T03:05:31.506920+00:00,QAR,5.3202,3.5634,1.493,67
2026-09-08T03:05:31.506920+00:00,RWF,0.5565,0.4042,1.3769,67
2026-09-08T03:05:31.506920+00:00,SAR,1.3021,1.2652,1.0291,67
2026-09-08T03:05:31.506920+00:00,SDG,4.3276,2.8556,1.5155,67
2026-09-08T03:05:31.506920+00:00,SYP,3.923,2.3686,1.6562,67
2026-09-08T03:05:31.506920+00:00,TND,4.1074,3.5376,1.1611,67
2026-09-08T03:05:31.506920+00:00,TRY,5.1913,3.9519,1.3136,67
2026-09-08T03:05:31.506920+00:00,TZS,0.9459,0.4319,2.1901,67
2026-09-08T03:05:31.506920+00:00,UAH,-0.0553,-4.166,,67
2026-09-08T03:05:31.506920+00:00,UGX,0.1957,0.077,2.5421,67
2026-09-08T03:05:31.506920+00:00,VES,0.4262,0.5794,0.7356,67
2026-09-08T03:05:31.506920+00:00,VND,0.1109,0.1114,0.9955,132
2026-09-08T03:05:31.506920+00:00,XAF,0.0779,-0.1244,,67
2026-09-08T03:05:31.506920+00:00,XOF,-1.4344,-2.7995,,67
2026-09-08T03:05:31.506920+00:00,ZAR,5.4381,4.812,1.1301,67
2026-09-08T03:05:31.506920+00:00,ZMW,1.2257,0.6472,1.8937,67
2026-09-08T04:05:27.995926+00:00,AED,1.6421,1.1758,1.3966,68
2026-09-08T04:05:27.995926+00:00,AFN,5.322,5.5001,0.9676,64
2026-09-08T04:05:27.995926+00:00,AMD,1.6086,1.4534,1.1068,68
2026-09-08T04:05:27.995926+00:00,AOA,-30.4381,-27.6051,,68
2026-09-08T04:05:27.995926+00:00,ARS,0.6511,0.5953,1.0938,68
2026-09-08T04:05:27.995926+00:00,AZN,1.791,1.7954,0.9975,68
2026-09-08T04:05:27.995926+00:00,BDT,0.1066,0.3309,0.3221,133
2026-09-08T04:05:27.995926+00:00,BND,-13.6725,-2.6545,,68
2026-09-08T04:05:27.995926+00:00,BOB,0.5982,0.5012,1.1936,133
2026-09-08T04:05:27.995926+00:00,CLP,0.9308,0.9267,1.0044,68
2026-09-08T04:05:27.995926+00:00,COP,0.7112,0.8678,0.8196,68
2026-09-08T04:05:27.995926+00:00,DZD,2.6762,2.5104,1.066,68
2026-09-08T04:05:27.995926+00:00,EGP,-0.1557,-0.0991,,133
2026-09-08T04:05:27.995926+00:00,GEL,0.7692,0.6903,1.1142,68
2026-09-08T04:05:27.995926+00:00,IDR,0.2216,0.3054,0.7256,68
2026-09-08T04:05:27.995926+00:00,INR,0.6857,0.1469,4.6677,68
2026-09-08T04:05:27.995926+00:00,IQD,1.1934,0.9934,1.2013,68
2026-09-08T04:05:27.995926+00:00,JOD,0.9866,0.8276,1.1921,68
2026-09-08T04:05:27.995926+00:00,KES,1.0387,0.4823,2.1535,133
2026-09-08T04:05:27.995926+00:00,KHR,1.603,2.126,0.754,68
2026-09-08T04:05:27.995926+00:00,KWD,1.2987,1.2098,1.0735,68
2026-09-08T04:05:27.995926+00:00,KZT,7.2051,5.1959,1.3867,68
2026-09-08T04:05:27.995926+00:00,LAK,0.3299,1.3271,0.2486,68
2026-09-08T04:05:27.995926+00:00,LBP,3.6242,3.6848,0.9836,133
2026-09-08T04:05:27.995926+00:00,LKR,0.418,0.6237,0.6702,68
2026-09-08T04:05:27.995926+00:00,MAD,1.4264,1.0389,1.373,68
2026-09-08T04:05:27.995926+00:00,MNT,0.9423,1.0337,0.9116,68
2026-09-08T04:05:27.995926+00:00,MXN,0.6776,1.0304,0.6576,68
2026-09-08T04:05:27.995926+00:00,MZN,0.9239,0.4981,1.8547,68
2026-09-08T04:05:27.995926+00:00,NPR,24.3302,17.5212,1.3886,56
2026-09-08T04:05:27.995926+00:00,PEN,0.5952,0.6369,0.9346,68
2026-09-08T04:05:27.995926+00:00,PHP,0.2879,0.3729,0.7721,68
2026-09-08T04:05:27.995926+00:00,PKR,0.1548,0.1741,0.8891,133
2026-09-08T04:05:27.995926+00:00,QAR,5.7597,3.5893,1.6047,68
2026-09-08T04:05:27.995926+00:00,RWF,0.4414,0.4064,1.0861,68
2026-09-08T04:05:27.995926+00:00,SAR,1.1726,1.2658,0.9264,68
2026-09-08T04:05:27.995926+00:00,SDG,2.7552,2.8772,0.9576,68
2026-09-08T04:05:27.995926+00:00,SYP,5.2992,2.3915,2.2159,68
2026-09-08T04:05:27.995926+00:00,TND,4.5705,3.546,1.2889,68
2026-09-08T04:05:27.995926+00:00,TRY,5.5636,3.9701,1.4014,68
2026-09-08T04:05:27.995926+00:00,TZS,0.3671,0.4395,0.8354,68
2026-09-08T04:05:27.995926+00:00,UAH,-0.8682,-4.1056,,68
2026-09-08T04:05:27.995926+00:00,UGX,-0.0013,0.0787,-0.0165,68
2026-09-08T04:05:27.995926+00:00,VES,0.4987,0.5772,0.864,68
2026-09-08T04:05:27.995926+00:00,VND,0.0914,0.1114,0.8205,133
2026-09-08T04:05:27.995926+00:00,XAF,-0.0385,-0.1214,,68
2026-09-08T04:05:27.995926+00:00,XOF,-1.3977,-2.7795,,68
2026-09-08T04:05:27.995926+00:00,ZAR,5.4381,4.8212,1.128,68
2026-09-08T04:05:27.995926+00:00,ZMW,0.6133,0.6558,0.9353,68
2026-09-08T05:05:32.243731+00:00,AED,1.724,1.1825,1.4579,69
2026-09-08T05:05:32.243731+00:00,AFN,4.9383,5.4973,0.8983,65
2026-09-08T05:05:32.243731+00:00,AMD,1.7185,1.4556,1.1806,69
2026-09-08T05:05:32.243731+00:00,AOA,-30.4031,-27.6462,,69
2026-09-08T05:05:32.243731+00:00,ARS,0.7233,0.5961,1.2134,69
2026-09-08T05:05:32.243731+00:00,AZN,1.791,1.7954,0.9976,69
2026-09-08T05:05:32.243731+00:00,BDT,0.0907,0.3292,0.2755,134
2026-09-08T05:05:32.243731+00:00,BND,-14.5442,-2.8142,,69
2026-09-08T05:05:32.243731+00:00,BOB,0.6782,0.5019,1.3513,134
2026-09-08T05:05:32.243731+00:00,CLP,1.2388,0.9268,1.3367,69
2026-09-08T05:05:32.243731+00:00,COP,1.1219,0.8655,1.2962,69
2026-09-08T05:05:32.243731+00:00,DZD,2.5622,2.5128,1.0196,69
2026-09-08T05:05:32.243731+00:00,EGP,-0.0195,-0.0995,,134
2026-09-08T05:05:32.243731+00:00,GEL,0.7692,0.6915,1.1124,69
2026-09-08T05:05:32.243731+00:00,IDR,0.1507,0.3042,0.4954,69
2026-09-08T05:05:32.243731+00:00,INR,0.1791,0.1547,1.1576,69
2026-09-08T05:05:32.243731+00:00,IQD,0.9727,0.9963,0.9763,69
2026-09-08T05:05:32.243731+00:00,JOD,0.8463,0.8299,1.0198,69
2026-09-08T05:05:32.243731+00:00,KES,0.8892,0.4865,1.8278,134
2026-09-08T05:05:32.243731+00:00,KHR,0.5331,2.1184,0.2517,69
2026-09-08T05:05:32.243731+00:00,KWD,1.2987,1.2111,1.0723,69
2026-09-08T05:05:32.243731+00:00,KZT,6.0849,5.2251,1.1646,69
2026-09-08T05:05:32.243731+00:00,LAK,0.3857,1.3126,0.2938,69
2026-09-08T05:05:32.243731+00:00,LBP,2.116,3.6843,0.5743,134
2026-09-08T05:05:32.243731+00:00,LKR,0.4572,0.6207,0.7365,69
2026-09-08T05:05:32.243731+00:00,MAD,1.9883,1.0445,1.9036,69
2026-09-08T05:05:32.243731+00:00,MNT,1.1341,1.0323,1.0986,69
2026-09-08T05:05:32.243731+00:00,MXN,0.8837,1.0253,0.8619,69
2026-09-08T05:05:32.243731+00:00,MZN,0.3842,0.5043,0.7618,69
2026-09-08T05:05:32.243731+00:00,NPR,24.3243,17.6406,1.3789,57
2026-09-08T05:05:32.243731+00:00,PEN,0.5952,0.6363,0.9354,69
2026-09-08T05:05:32.243731+00:00,PHP,0.2959,0.3717,0.7961,69
2026-09-08T05:05:32.243731+00:00,PKR,0.0774,0.174,0.4449,134
2026-09-08T05:05:32.243731+00:00,QAR,5.4848,3.6207,1.5148,69
2026-09-08T05:05:32.243731+00:00,RWF,0.3665,0.4069,0.9007,69
2026-09-08T05:05:32.243731+00:00,SAR,1.1757,1.2644,0.9298,69
2026-09-08T05:05:32.243731+00:00,SDG,2.8078,2.8755,0.9765,69
2026-09-08T05:05:32.243731+00:00,SYP,4.378,2.4336,1.799,69
2026-09-08T05:05:32.243731+00:00,TND,4.5705,3.5609,1.2835,69
2026-09-08T05:05:32.243731+00:00,TRY,4.1573,3.9932,1.0411,69
2026-09-08T05:05:32.243731+00:00,TZS,0.3688,0.4384,0.8412,69
2026-09-08T05:05:32.243731+00:00,UAH,-1.6205,-4.0587,,69
2026-09-08T05:05:32.243731+00:00,UGX,0.0459,0.0776,0.5917,69
2026-09-08T05:05:32.243731+00:00,VES,0.6542,0.576,1.1357,69
2026-09-08T05:05:32.243731+00:00,VND,0.0759,0.1112,0.6823,134
2026-09-08T05:05:32.243731+00:00,XAF,0.0494,-0.1202,,69
2026-09-08T05:05:32.243731+00:00,XOF,-1.365,-2.7594,,69
2026-09-08T05:05:32.243731+00:00,ZAR,5.3466,4.8301,1.1069,69
2026-09-08T05:05:32.243731+00:00,ZMW,0.6382,0.6551,0.9741,69
2026-09-08T06:05:30.939151+00:00,AED,1.5485,1.1902,1.301,70
2026-09-08T06:05:30.939151+00:00,AFN,5.2238,5.4889,0.9517,66
2026-09-08T06:05:30.939151+00:00,AMD,1.2729,1.4594,0.8722,70
2026-09-08T06:05:30.939151+00:00,AOA,-30.4031,-27.6856,,70
2026-09-08T06:05:30.939151+00:00,ARS,1.065,0.5979,1.7812,70
2026-09-08T06:05:30.939151+00:00,AZN,1.791,1.7953,0.9976,70
2026-09-08T06:05:30.939151+00:00,BDT,0.0158,0.3275,0.0482,135
2026-09-08T06:05:30.939151+00:00,BND,-14.3921,-2.9818,,70
2026-09-08T06:05:30.939151+00:00,BOB,0.718,0.5032,1.4269,135
2026-09-08T06:05:30.939151+00:00,CLP,1.5427,0.9312,1.6566,70
2026-09-08T06:05:30.939151+00:00,COP,1.138,0.8692,1.3093,70
2026-09-08T06:05:30.939151+00:00,DZD,1.6129,2.5135,0.6417,70
2026-09-08T06:05:30.939151+00:00,EGP,0.1945,-0.0989,,135
2026-09-08T06:05:30.939151+00:00,GEL,0.7692,0.6926,1.1106,70
2026-09-08T06:05:30.939151+00:00,IDR,0.1394,0.302,0.4616,70
2026-09-08T06:05:30.939151+00:00,INR,0.0194,0.1551,0.1251,70
2026-09-08T06:05:30.939151+00:00,IQD,0.898,0.996,0.9016,70
2026-09-08T06:05:30.939151+00:00,JOD,0.8463,0.8301,1.0195,70
2026-09-08T06:05:30.939151+00:00,KES,0.7609,0.4895,1.5545,135
2026-09-08T06:05:30.939151+00:00,KHR,0.5455,2.0958,0.2603,70
2026-09-08T06:05:30.939151+00:00,KWD,1.2987,1.2123,1.0712,70
2026-09-08T06:05:30.939151+00:00,KZT,4.6903,5.2373,0.8955,70
2026-09-08T06:05:30.939151+00:00,LAK,0.3856,1.2994,0.2968,70
2026-09-08T06:05:30.939151+00:00,LBP,1.3395,3.6727,0.3647,135
2026-09-08T06:05:30.939151+00:00,LKR,0.379,0.6184,0.6129,70
2026-09-08T06:05:30.939151+00:00,MAD,1.4257,1.058,1.3476,70
