ts_utc,venue,ccy,usdt_bid,usdt_ask,usdt_mid,fx_mid_per_usd,basis_bps,source,source_ok,error
2026-08-11T18:09:18.397420+00:00,CriptoYa (VES),VES,862.005,870.0,862.005,761.2167,1324.04,criptoya,True,
2026-08-11T18:09:18.397420+00:00,CriptoYa (BRL),BRL,5.164,5.2075,5.164,5.091085,143.22,criptoya,True,
2026-08-11T19:27:34.877402+00:00,IndependentReserve,SGD,1.27769,1.2787,1.278195,1.280115,-15.0,independentreserve,True,
2026-08-11T19:27:34.877402+00:00,Coins.ph,PHP,61.13,61.14,61.135,60.830802,50.01,coins.ph,True,
2026-08-11T19:27:34.877402+00:00,BTCTurk,TRY,47.699,47.71,47.7045,47.71927,-3.1,btcturk,True,
2026-08-11T19:27:34.877402+00:00,Upbit,KRW,,,1409.0,1417.000347,-56.46,upbit,True,
2026-08-11T19:27:34.877402+00:00,Indodax,IDR,17743.0,17744.0,17743.5,17756.977757,-7.59,indodax,True,
2026-08-11T19:27:34.877402+00:00,Bitkub,THB,33.1,33.11,33.105,33.002169,31.16,bitkub,True,
2026-08-11T19:27:34.877402+00:00,Bitso,MXN,17.078,17.079,17.0785,17.140339,-36.08,bitso,True,
2026-08-11T19:27:34.877402+00:00,CriptoYa (ARS),ARS,1572.0,1588.0,1572.0,1498.0939,493.33,criptoya,True,
2026-08-11T19:27:34.877402+00:00,CriptoYa (VES),VES,862.75,870.5,862.75,761.2167,1333.83,criptoya,True,
2026-08-11T19:27:34.877402+00:00,CriptoYa (BRL),BRL,5.166,5.20345,5.166,5.091085,147.15,criptoya,True,
2026-08-11T21:06:00.121805+00:00,IndependentReserve,SGD,1.27806,1.27939,1.278725,1.280115,-10.86,independentreserve,True,
2026-08-11T21:06:00.121805+00:00,Coins.ph,PHP,61.13,61.14,61.135,60.830802,50.01,coins.ph,True,
2026-08-11T21:06:00.121805+00:00,BTCTurk,TRY,47.701,47.706,47.7035,47.71927,-3.3,btcturk,True,
2026-08-11T21:06:00.121805+00:00,Upbit,KRW,,,1409.0,1417.000347,-56.46,upbit,True,
2026-08-11T21:06:00.121805+00:00,Indodax,IDR,17731.0,17732.0,17731.5,17756.977757,-14.35,indodax,True,
2026-08-11T21:06:00.121805+00:00,Bitkub,THB,33.1,33.11,33.105,33.002169,31.16,bitkub,True,
2026-08-11T21:06:00.121805+00:00,Bitso,MXN,17.075,17.077,17.076,17.140339,-37.54,bitso,True,
2026-08-11T21:06:00.121805+00:00,CriptoYa (ARS),ARS,1570.74,1588.8147,1570.74,1498.0939,484.92,criptoya,True,
2026-08-11T21:06:00.121805+00:00,CriptoYa (VES),VES,867.36,874.4,867.36,761.2167,1394.39,criptoya,True,
2026-08-11T21:06:00.121805+00:00,CriptoYa (BRL),BRL,5.1681,5.1953,5.1681,5.091085,151.27,criptoya,True,
