ts_utc,notional_src,provider,landed_dst,cost_bps,rank,source_ok,error
2026-08-19T11:42:21.402608+00:00,5000,WorldRemit,83149.31,252.5,5,True,
2026-08-19T11:42:21.402608+00:00,5000,Chase (US),83050.03,264.14,6,True,
2026-08-19T11:42:21.402608+00:00,5000,Wells Fargo,82520.19,326.25,7,True,
2026-08-19T11:42:21.402608+00:00,5000,PayPal,81610.17,432.93,8,True,
2026-08-19T11:42:21.402608+00:00,25000,Wise,423841.82,62.7,1,True,
2026-08-19T11:42:21.402608+00:00,25000,Instarem,423366.95,73.83,2,True,
2026-08-19T11:42:21.402608+00:00,25000,OFX,420741.39,135.39,3,True,
2026-08-19T11:42:21.402608+00:00,25000,Chase (US),415250.15,264.14,4,True,
2026-08-19T11:42:21.402608+00:00,25000,Wells Fargo,412600.94,326.25,5,True,
2026-08-19T11:42:21.402608+00:00,50000,Wise,848224.42,56.36,1,True,
2026-08-19T11:42:21.402608+00:00,50000,Instarem,846903.93,71.84,2,True,
2026-08-19T11:42:21.402608+00:00,50000,OFX,841482.79,135.39,3,True,
2026-08-19T11:42:21.402608+00:00,50000,Chase (US),841150.29,139.29,4,True,
2026-08-19T12:01:39.821040+00:00,200,Xoom,3447.79,-104.51,1,True,
2026-08-19T12:01:39.821040+00:00,200,Instarem,3384.93,79.71,2,True,
2026-08-19T12:01:39.821040+00:00,200,Wells Fargo,3301.52,324.16,3,True,
2026-08-19T12:01:39.821040+00:00,200,WorldRemit,3294.91,343.54,4,True,
2026-08-19T12:01:39.821040+00:00,200,Wise,3270.68,414.55,5,True,
2026-08-19T12:01:39.821040+00:00,200,OFX,3250.91,472.49,6,True,
2026-08-19T12:01:39.821040+00:00,200,Chase (US),3222.99,554.31,7,True,
2026-08-19T12:01:39.821040+00:00,200,PayPal,3186.36,661.67,8,True,
2026-08-19T12:01:39.821040+00:00,1000,Xoom,17240.06,-105.16,1,True,
2026-08-19T12:01:39.821040+00:00,1000,Instarem,16924.65,79.71,2,True,
2026-08-19T12:01:39.821040+00:00,1000,Wise,16837.09,131.03,3,True,
2026-08-19T12:01:39.821040+00:00,1000,WorldRemit,16606.98,265.91,4,True,
2026-08-19T12:01:39.821040+00:00,1000,OFX,16587.98,277.05,5,True,
2026-08-19T12:01:39.821040+00:00,1000,Wells Fargo,16507.62,324.15,6,True,
2026-08-19T12:01:39.821040+00:00,1000,Chase (US),16445.51,360.56,7,True,
2026-08-19T12:01:39.821040+00:00,1000,PayPal,16257.95,470.49,8,True,
2026-08-19T12:01:39.821040+00:00,5000,Xoom,84813.29,57.43,1,True,
2026-08-19T12:01:39.821040+00:00,5000,Instarem,84674.77,73.67,2,True,
2026-08-19T12:01:39.821040+00:00,5000,Wise,84669.14,74.33,3,True,
2026-08-19T12:01:39.821040+00:00,5000,OFX,84166.55,133.25,4,True,
2026-08-19T12:01:39.821040+00:00,5000,WorldRemit,83167.37,250.38,5,True,
2026-08-19T12:01:39.821040+00:00,5000,Chase (US),83068.06,262.03,6,True,
2026-08-19T12:01:39.821040+00:00,5000,Wells Fargo,82538.11,324.15,7,True,
2026-08-19T12:01:39.821040+00:00,5000,PayPal,81615.91,432.26,8,True,
2026-08-19T12:01:39.821040+00:00,25000,Wise,423829.38,62.99,1,True,
2026-08-19T12:01:39.821040+00:00,25000,Instarem,423458.88,71.68,2,True,
2026-08-19T12:01:39.821040+00:00,25000,OFX,420832.76,133.25,3,True,
2026-08-19T12:01:39.821040+00:00,25000,Chase (US),415340.32,262.02,4,True,
2026-08-19T12:01:39.821040+00:00,25000,Wells Fargo,412690.53,324.15,5,True,
2026-08-19T12:01:39.821040+00:00,50000,Wise,848199.53,56.65,1,True,
2026-08-19T12:01:39.821040+00:00,50000,Instarem,847087.84,69.69,2,True,
2026-08-19T12:01:39.821040+00:00,50000,OFX,841665.51,133.25,3,True,
2026-08-19T12:01:39.821040+00:00,50000,Chase (US),841332.95,137.15,4,True,
2026-08-19T13:10:51.378654+00:00,200,Xoom,3432.72,-60.35,1,True,
2026-08-19T13:10:51.378654+00:00,200,Instarem,3367.73,130.12,2,True,
2026-08-19T13:10:51.378654+00:00,200,Wells Fargo,3287.09,366.45,3,True,
2026-08-19T13:10:51.378654+00:00,200,WorldRemit,3280.5,385.77,4,True,
2026-08-19T13:10:51.378654+00:00,200,Wise,3257.29,453.79,5,True,
2026-08-19T13:10:51.378654+00:00,200,OFX,3225.62,546.61,6,True,
2026-08-19T13:10:51.378654+00:00,200,Chase (US),3208.9,595.61,7,True,
2026-08-19T13:10:51.378654+00:00,200,PayPal,3171.19,706.12,8,True,
2026-08-19T13:10:51.378654+00:00,1000,Xoom,17164.69,-60.99,1,True,
2026-08-19T13:10:51.378654+00:00,1000,Instarem,16838.66,130.11,2,True,
2026-08-19T13:10:51.378654+00:00,1000,Wise,16764.38,173.65,3,True,
2026-08-19T13:10:51.378654+00:00,1000,WorldRemit,16534.39,308.46,4,True,
2026-08-19T13:10:51.378654+00:00,1000,OFX,16458.95,352.68,5,True,
2026-08-19T13:10:51.378654+00:00,1000,Wells Fargo,16435.46,366.45,6,True,
2026-08-19T13:10:51.378654+00:00,1000,Chase (US),16373.62,402.7,7,True,
2026-08-19T13:10:51.378654+00:00,1000,PayPal,16180.52,515.88,8,True,
2026-08-19T13:10:51.378654+00:00,5000,Xoom,84442.55,100.9,1,True,
2026-08-19T13:10:51.378654+00:00,5000,Wise,84322.37,114.98,2,True,
2026-08-19T13:10:51.378654+00:00,5000,Instarem,84244.1,124.16,3,True,
2026-08-19T13:10:51.378654+00:00,5000,OFX,83512.29,209.95,4,True,
2026-08-19T13:10:51.378654+00:00,5000,WorldRemit,82803.81,293.0,5,True,
2026-08-19T13:10:51.378654+00:00,5000,Chase (US),82704.94,304.59,6,True,
2026-08-19T13:10:51.378654+00:00,5000,Wells Fargo,82177.3,366.45,7,True,
2026-08-19T13:10:51.378654+00:00,5000,PayPal,81227.19,477.83,8,True,
2026-08-19T13:10:51.378654+00:00,25000,Wise,422093.56,103.69,1,True,
2026-08-19T13:10:51.378654+00:00,25000,Instarem,421305.14,122.17,2,True,
2026-08-19T13:10:51.378654+00:00,25000,OFX,417561.44,209.95,3,True,
2026-08-19T13:10:51.378654+00:00,25000,Chase (US),413524.72,304.59,4,True,
2026-08-19T13:10:51.378654+00:00,25000,Wells Fargo,410886.52,366.45,5,True,
2026-08-19T13:10:51.378654+00:00,50000,Wise,844725.67,97.38,1,True,
2026-08-19T13:10:51.378654+00:00,50000,Instarem,842565.48,122.7,2,True,
2026-08-19T13:10:51.378654+00:00,50000,Chase (US),837655.19,180.26,3,True,
2026-08-19T13:10:51.378654+00:00,50000,OFX,835122.89,209.95,4,True,
2026-08-19T14:54:13.840617+00:00,200,Xoom,3431.93,-58.03,1,True,
2026-08-19T14:54:13.840617+00:00,200,Instarem,3368.24,128.63,2,True,
2026-08-19T14:54:13.840617+00:00,200,Wells Fargo,3286.34,368.65,3,True,
2026-08-19T14:54:13.840617+00:00,200,WorldRemit,3279.75,387.97,4,True,
2026-08-19T14:54:13.840617+00:00,200,Wise,3253.99,463.46,5,True,
2026-08-19T14:54:13.840617+00:00,200,OFX,3233.27,524.19,6,True,
2026-08-19T14:54:13.840617+00:00,200,Chase (US),3208.16,597.78,7,True,
2026-08-19T14:54:13.840617+00:00,200,PayPal,3185.3,664.77,8,True,
2026-08-19T14:54:13.840617+00:00,1000,Xoom,17160.75,-58.68,1,True,
2026-08-19T14:54:13.840617+00:00,1000,Instarem,16841.19,128.63,2,True,
2026-08-19T14:54:13.840617+00:00,1000,Wise,16755.1,179.09,3,True,
2026-08-19T14:54:13.840617+00:00,1000,WorldRemit,16530.59,310.69,4,True,
2026-08-19T14:54:13.840617+00:00,1000,OFX,16497.96,329.81,5,True,
2026-08-19T14:54:13.840617+00:00,1000,Wells Fargo,16431.68,368.66,6,True,
2026-08-19T14:54:13.840617+00:00,1000,Chase (US),16369.86,404.9,7,True,
2026-08-19T14:54:13.840617+00:00,1000,PayPal,16252.52,473.68,8,True,
2026-08-19T14:54:13.840617+00:00,5000,Xoom,84423.14,103.17,1,True,
2026-08-19T14:54:13.840617+00:00,5000,Instarem,84256.95,122.65,2,True,
2026-08-19T14:54:13.840617+00:00,5000,Wise,84236.92,125.0,3,True,
2026-08-19T14:54:13.840617+00:00,5000,OFX,83709.9,186.78,4,True,
2026-08-19T14:54:13.840617+00:00,5000,WorldRemit,82784.78,295.23,5,True,
2026-08-19T14:54:13.840617+00:00,5000,Chase (US),82685.94,306.82,6,True,
2026-08-19T14:54:13.840617+00:00,5000,Wells Fargo,82158.42,368.66,7,True,
2026-08-19T14:54:13.840617+00:00,5000,PayPal,81588.65,435.45,8,True,
2026-08-19T14:54:13.840617+00:00,25000,Wise,421665.82,113.72,1,True,
2026-08-19T14:54:13.840617+00:00,25000,Instarem,421369.74,120.66,2,True,
2026-08-19T14:54:13.840617+00:00,25000,OFX,418549.48,186.78,3,True,
2026-08-19T14:54:13.840617+00:00,25000,Chase (US),413429.68,306.82,4,True,
2026-08-19T14:54:13.840617+00:00,25000,Wells Fargo,410792.08,368.66,5,True,
2026-08-19T14:54:13.840617+00:00,50000,Wise,843869.65,107.41,1,True,
2026-08-19T14:54:13.840617+00:00,50000,Instarem,842909.5,118.67,2,True,
2026-08-19T14:54:13.840617+00:00,50000,Chase (US),837462.66,182.52,3,True,
2026-08-19T14:54:13.840617+00:00,50000,OFX,837098.95,186.78,4,True,
2026-08-19T15:47:37.734395+00:00,200,Xoom,3432.9,-60.87,1,True,
2026-08-19T15:47:37.734395+00:00,200,Instarem,3370.82,121.06,2,True,
