ts_utc,ccy,side,price
2026-09-16T06:05:40.769133+00:00,ZMW,buy,20.09
2026-09-16T06:05:40.769133+00:00,ZMW,buy,20.1
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.97
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.96
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.95
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.95
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.94
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.94
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.94
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.93
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.92
2026-09-16T06:05:40.769133+00:00,ZMW,sell,19.84
2026-09-16T07:05:39.520232+00:00,AED,buy,3.68
2026-09-16T07:05:39.520232+00:00,AED,buy,3.688
2026-09-16T07:05:39.520232+00:00,AED,buy,3.689
2026-09-16T07:05:39.520232+00:00,AED,buy,3.689
2026-09-16T07:05:39.520232+00:00,AED,buy,3.69
2026-09-16T07:05:39.520232+00:00,AED,buy,3.691
2026-09-16T07:05:39.520232+00:00,AED,buy,3.693
2026-09-16T07:05:39.520232+00:00,AED,buy,3.695
2026-09-16T07:05:39.520232+00:00,AED,buy,3.697
2026-09-16T07:05:39.520232+00:00,AED,buy,3.698
2026-09-16T07:05:39.520232+00:00,AED,sell,3.657
2026-09-16T07:05:39.520232+00:00,AED,sell,3.655
2026-09-16T07:05:39.520232+00:00,AED,sell,3.655
2026-09-16T07:05:39.520232+00:00,AED,sell,3.655
2026-09-16T07:05:39.520232+00:00,AED,sell,3.654
2026-09-16T07:05:39.520232+00:00,AED,sell,3.653
2026-09-16T07:05:39.520232+00:00,AED,sell,3.653
2026-09-16T07:05:39.520232+00:00,AED,sell,3.65
2026-09-16T07:05:39.520232+00:00,AED,sell,3.65
2026-09-16T07:05:39.520232+00:00,AED,sell,3.65
2026-09-16T07:05:39.520232+00:00,AFN,buy,66.2
2026-09-16T07:05:39.520232+00:00,AFN,buy,66.32
2026-09-16T07:05:39.520232+00:00,AFN,sell,64.52
2026-09-16T07:05:39.520232+00:00,AFN,sell,64.45
2026-09-16T07:05:39.520232+00:00,AFN,sell,64.31
2026-09-16T07:05:39.520232+00:00,AFN,sell,63.25
2026-09-16T07:05:39.520232+00:00,AFN,sell,63.2
2026-09-16T07:05:39.520232+00:00,AFN,sell,63.1
2026-09-16T07:05:39.520232+00:00,AFN,sell,62.0
2026-09-16T07:05:39.520232+00:00,AFN,sell,60.0
2026-09-16T07:05:39.520232+00:00,AMD,buy,361.0
2026-09-16T07:05:39.520232+00:00,AMD,buy,361.86
2026-09-16T07:05:39.520232+00:00,AMD,buy,362.45
2026-09-16T07:05:39.520232+00:00,AMD,buy,362.49
2026-09-16T07:05:39.520232+00:00,AMD,buy,362.5
2026-09-16T07:05:39.520232+00:00,AMD,buy,362.74
2026-09-16T07:05:39.520232+00:00,AMD,buy,362.77
2026-09-16T07:05:39.520232+00:00,AMD,buy,362.78
2026-09-16T07:05:39.520232+00:00,AMD,buy,362.79
2026-09-16T07:05:39.520232+00:00,AMD,buy,362.8
2026-09-16T07:05:39.520232+00:00,AMD,sell,359.38
2026-09-16T07:05:39.520232+00:00,AMD,sell,359.35
2026-09-16T07:05:39.520232+00:00,AMD,sell,359.16
2026-09-16T07:05:39.520232+00:00,AMD,sell,358.3
2026-09-16T07:05:39.520232+00:00,AMD,sell,358.26
2026-09-16T07:05:39.520232+00:00,AMD,sell,358.25
2026-09-16T07:05:39.520232+00:00,AMD,sell,358.24
2026-09-16T07:05:39.520232+00:00,AMD,sell,358.23
2026-09-16T07:05:39.520232+00:00,AMD,sell,358.22
2026-09-16T07:05:39.520232+00:00,AMD,sell,358.21
2026-09-16T07:05:39.520232+00:00,AOA,buy,823.56
2026-09-16T07:05:39.520232+00:00,AOA,buy,823.59
2026-09-16T07:05:39.520232+00:00,AOA,buy,823.74
2026-09-16T07:05:39.520232+00:00,AOA,buy,823.85
2026-09-16T07:05:39.520232+00:00,AOA,buy,824.03
2026-09-16T07:05:39.520232+00:00,AOA,buy,1099.05
2026-09-16T07:05:39.520232+00:00,AOA,buy,1099.53
2026-09-16T07:05:39.520232+00:00,AOA,buy,1099.58
2026-09-16T07:05:39.520232+00:00,AOA,buy,1099.68
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.68
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.68
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.68
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.67
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.67
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.67
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.67
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.67
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.67
2026-09-16T07:05:39.520232+00:00,AOA,sell,1119.67
2026-09-16T07:05:39.520232+00:00,ARS,buy,1596.5
2026-09-16T07:05:39.520232+00:00,ARS,buy,1598.65
2026-09-16T07:05:39.520232+00:00,ARS,buy,1598.7
2026-09-16T07:05:39.520232+00:00,ARS,buy,1598.89
2026-09-16T07:05:39.520232+00:00,ARS,buy,1599.0
2026-09-16T07:05:39.520232+00:00,ARS,buy,1599.0
2026-09-16T07:05:39.520232+00:00,ARS,buy,1599.89
2026-09-16T07:05:39.520232+00:00,ARS,buy,1601.99
2026-09-16T07:05:39.520232+00:00,ARS,buy,1604.43
2026-09-16T07:05:39.520232+00:00,ARS,buy,1605.0
2026-09-16T07:05:39.520232+00:00,ARS,sell,1588.0
2026-09-16T07:05:39.520232+00:00,ARS,sell,1587.33
2026-09-16T07:05:39.520232+00:00,ARS,sell,1587.32
2026-09-16T07:05:39.520232+00:00,ARS,sell,1587.3
2026-09-16T07:05:39.520232+00:00,ARS,sell,1587.25
2026-09-16T07:05:39.520232+00:00,ARS,sell,1586.1
2026-09-16T07:05:39.520232+00:00,ARS,sell,1585.3
2026-09-16T07:05:39.520232+00:00,ARS,sell,1585.24
2026-09-16T07:05:39.520232+00:00,ARS,sell,1585.22
2026-09-16T07:05:39.520232+00:00,ARS,sell,1585.18
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,buy,1.69
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,AZN,sell,1.66
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.22
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.35
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.35
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.38
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.4
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.42
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.44
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.45
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.5
2026-09-16T07:05:39.520232+00:00,BDT,buy,127.55
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.5
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.41
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.4
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.37
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.35
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.33
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.32
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.3
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.27
2026-09-16T07:05:39.520232+00:00,BDT,sell,127.26
2026-09-16T07:05:39.520232+00:00,BND,buy,1.21
2026-09-16T07:05:39.520232+00:00,BND,buy,1.301
2026-09-16T07:05:39.520232+00:00,BND,buy,1.305
2026-09-16T07:05:39.520232+00:00,BND,buy,1.307
2026-09-16T07:05:39.520232+00:00,BND,buy,1.31
2026-09-16T07:05:39.520232+00:00,BND,buy,1.311
2026-09-16T07:05:39.520232+00:00,BND,buy,1.321
2026-09-16T07:05:39.520232+00:00,BND,buy,1.512
2026-09-16T07:05:39.520232+00:00,BND,sell,1.524
2026-09-16T07:05:39.520232+00:00,BND,sell,1.512
2026-09-16T07:05:39.520232+00:00,BND,sell,1.512
2026-09-16T07:05:39.520232+00:00,BND,sell,1.512
2026-09-16T07:05:39.520232+00:00,BND,sell,1.512
2026-09-16T07:05:39.520232+00:00,BND,sell,1.27
2026-09-16T07:05:39.520232+00:00,BND,sell,1.255
2026-09-16T07:05:39.520232+00:00,BND,sell,1.255
2026-09-16T07:05:39.520232+00:00,BND,sell,1.25
2026-09-16T07:05:39.520232+00:00,BND,sell,1.241
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.72
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.74
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.75
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.75
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.76
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.76
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.77
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.77
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.78
2026-09-16T07:05:39.520232+00:00,BOB,buy,10.78
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.58
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.58
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.57
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.57
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.56
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.56
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.54
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.54
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.53
2026-09-16T07:05:39.520232+00:00,BOB,sell,10.52
2026-09-16T07:05:39.520232+00:00,BWP,buy,15.39
2026-09-16T07:05:39.520232+00:00,BWP,buy,15.42
2026-09-16T07:05:39.520232+00:00,BWP,sell,14.34
2026-09-16T07:05:39.520232+00:00,BWP,sell,14.33
2026-09-16T07:05:39.520232+00:00,BWP,sell,14.32
2026-09-16T07:05:39.520232+00:00,BWP,sell,14.3
2026-09-16T07:05:39.520232+00:00,BWP,sell,14.26
2026-09-16T07:05:39.520232+00:00,BWP,sell,14.25
2026-09-16T07:05:39.520232+00:00,BWP,sell,12.8
2026-09-16T07:05:39.520232+00:00,BWP,sell,12.8
2026-09-16T07:05:39.520232+00:00,BWP,sell,11.82
2026-09-16T07:05:39.520232+00:00,BWP,sell,10.84
2026-09-16T07:05:39.520232+00:00,CLP,buy,959.7
2026-09-16T07:05:39.520232+00:00,CLP,buy,961.0
2026-09-16T07:05:39.520232+00:00,CLP,buy,961.99
2026-09-16T07:05:39.520232+00:00,CLP,buy,962.99
2026-09-16T07:05:39.520232+00:00,CLP,buy,964.85
2026-09-16T07:05:39.520232+00:00,CLP,buy,965.99
2026-09-16T07:05:39.520232+00:00,CLP,buy,968.85
2026-09-16T07:05:39.520232+00:00,CLP,buy,972.0
2026-09-16T07:05:39.520232+00:00,CLP,buy,972.0
2026-09-16T07:05:39.520232+00:00,CLP,buy,972.0
2026-09-16T07:05:39.520232+00:00,CLP,sell,954.21
2026-09-16T07:05:39.520232+00:00,CLP,sell,954.0
2026-09-16T07:05:39.520232+00:00,CLP,sell,952.22
2026-09-16T07:05:39.520232+00:00,CLP,sell,952.15
2026-09-16T07:05:39.520232+00:00,CLP,sell,952.02
2026-09-16T07:05:39.520232+00:00,CLP,sell,951.8
2026-09-16T07:05:39.520232+00:00,CLP,sell,951.52
2026-09-16T07:05:39.520232+00:00,CLP,sell,951.5
2026-09-16T07:05:39.520232+00:00,CLP,sell,951.0
2026-09-16T07:05:39.520232+00:00,CLP,sell,950.0
2026-09-16T07:05:39.520232+00:00,COP,buy,3104.0
2026-09-16T07:05:39.520232+00:00,COP,buy,3105.98
2026-09-16T07:05:39.520232+00:00,COP,buy,3106.77
2026-09-16T07:05:39.520232+00:00,COP,buy,3106.78
2026-09-16T07:05:39.520232+00:00,COP,buy,3106.79
2026-09-16T07:05:39.520232+00:00,COP,buy,3106.8
2026-09-16T07:05:39.520232+00:00,COP,buy,3108.12
2026-09-16T07:05:39.520232+00:00,COP,buy,3110.4
2026-09-16T07:05:39.520232+00:00,COP,buy,3115.0
2026-09-16T07:05:39.520232+00:00,COP,buy,3115.0
2026-09-16T07:05:39.520232+00:00,COP,sell,3074.53
2026-09-16T07:05:39.520232+00:00,COP,sell,3070.8
2026-09-16T07:05:39.520232+00:00,COP,sell,3070.71
2026-09-16T07:05:39.520232+00:00,COP,sell,3070.0
2026-09-16T07:05:39.520232+00:00,COP,sell,3068.65
2026-09-16T07:05:39.520232+00:00,COP,sell,3068.57
2026-09-16T07:05:39.520232+00:00,COP,sell,3066.63
2026-09-16T07:05:39.520232+00:00,COP,sell,3065.0
2026-09-16T07:05:39.520232+00:00,COP,sell,3065.0
2026-09-16T07:05:39.520232+00:00,COP,sell,3064.12
2026-09-16T07:05:39.520232+00:00,DZD,buy,248.0
2026-09-16T07:05:39.520232+00:00,DZD,buy,248.39
2026-09-16T07:05:39.520232+00:00,DZD,buy,249.9
2026-09-16T07:05:39.520232+00:00,DZD,buy,249.99
2026-09-16T07:05:39.520232+00:00,DZD,buy,249.99
2026-09-16T07:05:39.520232+00:00,DZD,buy,250.0
2026-09-16T07:05:39.520232+00:00,DZD,buy,250.0
2026-09-16T07:05:39.520232+00:00,DZD,buy,250.0
2026-09-16T07:05:39.520232+00:00,DZD,buy,250.0
2026-09-16T07:05:39.520232+00:00,DZD,buy,250.0
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.74
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.74
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.68
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.66
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.65
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.64
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.6
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.51
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.51
2026-09-16T07:05:39.520232+00:00,DZD,sell,246.4
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.29
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.35
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.37
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.38
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.39
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.4
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.4
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.4
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.4
2026-09-16T07:05:39.520232+00:00,EGP,buy,52.4
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.62
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.61
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.59
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.58
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.51
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.5
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.46
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.44
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.43
2026-09-16T07:05:39.520232+00:00,EGP,sell,52.43
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.6
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,buy,2.61
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.6
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.6
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.59
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.59
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.59
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.59
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.59
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.59
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.59
2026-09-16T07:05:39.520232+00:00,GEL,sell,2.59
2026-09-16T07:05:39.520232+00:00,IDR,buy,17679.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17679.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17680.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17680.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17680.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17680.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17681.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17682.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17682.0
2026-09-16T07:05:39.520232+00:00,IDR,buy,17684.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17672.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17668.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17657.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17657.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17656.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17655.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17647.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17646.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17646.0
2026-09-16T07:05:39.520232+00:00,IDR,sell,17646.0
2026-09-16T07:05:39.520232+00:00,INR,buy,102.5
2026-09-16T07:05:39.520232+00:00,INR,buy,102.69
2026-09-16T07:05:39.520232+00:00,INR,buy,102.7
2026-09-16T07:05:39.520232+00:00,INR,buy,102.75
2026-09-16T07:05:39.520232+00:00,INR,buy,102.82
2026-09-16T07:05:39.520232+00:00,INR,buy,102.95
2026-09-16T07:05:39.520232+00:00,INR,buy,102.97
2026-09-16T07:05:39.520232+00:00,INR,buy,103.4
2026-09-16T07:05:39.520232+00:00,INR,buy,103.42
2026-09-16T07:05:39.520232+00:00,INR,buy,103.79
2026-09-16T07:05:39.520232+00:00,INR,sell,104.64
2026-09-16T07:05:39.520232+00:00,INR,sell,104.64
2026-09-16T07:05:39.520232+00:00,INR,sell,104.62
2026-09-16T07:05:39.520232+00:00,INR,sell,104.61
2026-09-16T07:05:39.520232+00:00,INR,sell,104.57
2026-09-16T07:05:39.520232+00:00,INR,sell,104.57
2026-09-16T07:05:39.520232+00:00,INR,sell,104.57
2026-09-16T07:05:39.520232+00:00,INR,sell,104.56
2026-09-16T07:05:39.520232+00:00,INR,sell,104.56
2026-09-16T07:05:39.520232+00:00,INR,sell,104.56
2026-09-16T07:05:39.520232+00:00,IQD,buy,1581.9
2026-09-16T07:05:39.520232+00:00,IQD,buy,1582.45
2026-09-16T07:05:39.520232+00:00,IQD,buy,1583.0
2026-09-16T07:05:39.520232+00:00,IQD,buy,1583.66
2026-09-16T07:05:39.520232+00:00,IQD,buy,1585.48
2026-09-16T07:05:39.520232+00:00,IQD,buy,1585.49
2026-09-16T07:05:39.520232+00:00,IQD,buy,1585.5
2026-09-16T07:05:39.520232+00:00,IQD,buy,1586.0
2026-09-16T07:05:39.520232+00:00,IQD,buy,1586.0
2026-09-16T07:05:39.520232+00:00,IQD,buy,1586.49
2026-09-16T07:05:39.520232+00:00,IQD,sell,1578.01
2026-09-16T07:05:39.520232+00:00,IQD,sell,1571.55
2026-09-16T07:05:39.520232+00:00,IQD,sell,1571.5
2026-09-16T07:05:39.520232+00:00,IQD,sell,1570.0
2026-09-16T07:05:39.520232+00:00,IQD,sell,1569.1
2026-09-16T07:05:39.520232+00:00,IQD,sell,1568.09
2026-09-16T07:05:39.520232+00:00,IQD,sell,1567.25
2026-09-16T07:05:39.520232+00:00,IQD,sell,1567.1
2026-09-16T07:05:39.520232+00:00,IQD,sell,1566.0
2026-09-16T07:05:39.520232+00:00,IQD,sell,1565.06
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.711
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,buy,0.712
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.706
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.706
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.706
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.706
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.706
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.706
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.706
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.705
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.705
2026-09-16T07:05:39.520232+00:00,JOD,sell,0.705
2026-09-16T07:05:39.520232+00:00,KES,buy,129.4
2026-09-16T07:05:39.520232+00:00,KES,buy,129.47
2026-09-16T07:05:39.520232+00:00,KES,buy,129.49
2026-09-16T07:05:39.520232+00:00,KES,buy,129.49
2026-09-16T07:05:39.520232+00:00,KES,buy,129.5
2026-09-16T07:05:39.520232+00:00,KES,buy,129.54
2026-09-16T07:05:39.520232+00:00,KES,buy,129.57
2026-09-16T07:05:39.520232+00:00,KES,buy,129.58
2026-09-16T07:05:39.520232+00:00,KES,buy,129.58
2026-09-16T07:05:39.520232+00:00,KES,buy,129.6
2026-09-16T07:05:39.520232+00:00,KES,sell,134.7
2026-09-16T07:05:39.520232+00:00,KES,sell,129.26
2026-09-16T07:05:39.520232+00:00,KES,sell,129.15
2026-09-16T07:05:39.520232+00:00,KES,sell,129.13
2026-09-16T07:05:39.520232+00:00,KES,sell,129.11
2026-09-16T07:05:39.520232+00:00,KES,sell,129.11
2026-09-16T07:05:39.520232+00:00,KES,sell,129.1
2026-09-16T07:05:39.520232+00:00,KES,sell,129.08
2026-09-16T07:05:39.520232+00:00,KES,sell,129.07
2026-09-16T07:05:39.520232+00:00,KES,sell,129.07
2026-09-16T07:05:39.520232+00:00,KHR,buy,4034.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4034.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4034.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4035.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4037.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4040.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4041.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4045.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4049.0
2026-09-16T07:05:39.520232+00:00,KHR,buy,4050.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4017.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4016.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4016.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4015.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4014.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4010.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4010.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4010.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4010.0
2026-09-16T07:05:39.520232+00:00,KHR,sell,4007.0
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.309
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,buy,0.31
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.309
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.308
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.308
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.308
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.308
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.308
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.307
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.307
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.307
2026-09-16T07:05:39.520232+00:00,KWD,sell,0.307
2026-09-16T07:05:39.520232+00:00,KZT,buy,464.5
2026-09-16T07:05:39.520232+00:00,KZT,buy,467.99
2026-09-16T07:05:39.520232+00:00,KZT,buy,468.0
2026-09-16T07:05:39.520232+00:00,KZT,buy,470.0
2026-09-16T07:05:39.520232+00:00,KZT,buy,473.9
2026-09-16T07:05:39.520232+00:00,KZT,buy,474.39
2026-09-16T07:05:39.520232+00:00,KZT,buy,474.9
2026-09-16T07:05:39.520232+00:00,KZT,buy,475.0
2026-09-16T07:05:39.520232+00:00,KZT,buy,475.0
2026-09-16T07:05:39.520232+00:00,KZT,buy,476.6
2026-09-16T07:05:39.520232+00:00,KZT,sell,485.0
2026-09-16T07:05:39.520232+00:00,KZT,sell,479.0
2026-09-16T07:05:39.520232+00:00,KZT,sell,465.0
2026-09-16T07:05:39.520232+00:00,KZT,sell,457.5
2026-09-16T07:05:39.520232+00:00,KZT,sell,457.1
2026-09-16T07:05:39.520232+00:00,KZT,sell,457.0
2026-09-16T07:05:39.520232+00:00,KZT,sell,456.0
2026-09-16T07:05:39.520232+00:00,KZT,sell,455.2
2026-09-16T07:05:39.520232+00:00,KZT,sell,455.09
