ts_utc,venue,ccy,usdt_mid,usdc_mid,spread_bps,source_ok,error
2026-09-05T00:05:21.049956+00:00,Bithumb,KRW,1370.5,1370.5,0.0,True,
2026-09-05T00:05:21.049956+00:00,Coinone,KRW,1370.5,1369.5,-7.3,True,
2026-09-05T00:05:21.049956+00:00,Paribu,TRY,48.3675,48.352,-3.2,True,
2026-09-05T00:05:21.049956+00:00,Pintu,IDR,17653.0,17644.0,-5.1,True,
2026-09-05T00:05:21.049956+00:00,Foxbit,BRL,5.15345,5.15055,-5.63,True,
2026-09-05T00:05:21.049956+00:00,MercadoBitcoin,BRL,5.15415,5.1508,-6.5,True,
2026-09-05T01:05:20.467779+00:00,IndependentReserve,SGD,1.269075,1.26776,-10.36,True,
2026-09-05T01:05:20.467779+00:00,Coins.ph,PHP,62.675,62.645,-4.79,True,
2026-09-05T01:05:20.467779+00:00,BTCTurk,TRY,48.3825,48.304,-16.22,True,
2026-09-05T01:05:20.467779+00:00,Upbit,KRW,1371.0,1370.0,-7.29,True,
2026-09-05T01:05:20.467779+00:00,Indodax,IDR,17611.5,17607.5,-2.27,True,
2026-09-05T01:05:20.467779+00:00,Bitkub,THB,32.925,32.91,-4.56,True,
2026-09-05T01:05:20.467779+00:00,Bithumb,KRW,1370.5,1370.5,0.0,True,
2026-09-05T01:05:20.467779+00:00,Coinone,KRW,1370.5,1369.5,-7.3,True,
2026-09-05T01:05:20.467779+00:00,Paribu,TRY,48.3675,48.332,-7.34,True,
2026-09-05T01:05:20.467779+00:00,Pintu,IDR,17653.0,17644.0,-5.1,True,
2026-09-05T01:05:20.467779+00:00,Foxbit,BRL,5.15325,5.14955,-7.18,True,
2026-09-05T01:05:20.467779+00:00,MercadoBitcoin,BRL,5.15155,5.1477,-7.47,True,
2026-09-05T02:05:21.129037+00:00,IndependentReserve,SGD,1.26931,1.268475,-6.58,True,
2026-09-05T02:05:21.129037+00:00,Coins.ph,PHP,62.675,62.645,-4.79,True,
2026-09-05T02:05:21.129037+00:00,BTCTurk,TRY,48.37,48.3035,-13.75,True,
2026-09-05T02:05:21.129037+00:00,Upbit,KRW,1370.0,1370.0,0.0,True,
2026-09-05T02:05:21.129037+00:00,Indodax,IDR,17613.5,17612.0,-0.85,True,
2026-09-05T02:05:21.129037+00:00,Bitkub,THB,32.925,32.915,-3.04,True,
2026-09-05T02:05:21.129037+00:00,Bithumb,KRW,1370.5,1370.5,0.0,True,
2026-09-05T02:05:21.129037+00:00,Coinone,KRW,1370.5,1370.5,0.0,True,
2026-09-05T02:05:21.129037+00:00,Paribu,TRY,48.3675,48.346,-4.45,True,
2026-09-05T02:05:21.129037+00:00,Pintu,IDR,17653.0,17644.0,-5.1,True,
2026-09-05T02:05:21.129037+00:00,Foxbit,BRL,5.15325,5.15,-6.31,True,
2026-09-05T02:05:21.129037+00:00,MercadoBitcoin,BRL,5.15115,5.15055,-1.16,True,
2026-09-05T03:05:20.218104+00:00,IndependentReserve,SGD,1.269095,1.268485,-4.81,True,
2026-09-05T03:05:20.218104+00:00,Coins.ph,PHP,62.665,62.645,-3.19,True,
2026-09-05T03:05:20.218104+00:00,BTCTurk,TRY,48.324,48.2875,-7.55,True,
2026-09-05T03:05:20.218104+00:00,Upbit,KRW,1371.0,1370.0,-7.29,True,
2026-09-05T03:05:20.218104+00:00,Indodax,IDR,17609.5,17613.0,1.99,True,
2026-09-05T03:05:20.218104+00:00,Bitkub,THB,32.925,32.915,-3.04,True,
2026-09-05T03:05:20.218104+00:00,Bithumb,KRW,1370.5,1369.5,-7.3,True,
2026-09-05T03:05:20.218104+00:00,Coinone,KRW,1370.5,1369.5,-7.3,True,
2026-09-05T03:05:20.218104+00:00,Paribu,TRY,48.3675,48.294,-15.2,True,
2026-09-05T03:05:20.218104+00:00,Pintu,IDR,17651.0,17645.0,-3.4,True,
2026-09-05T03:05:20.218104+00:00,Foxbit,BRL,5.15315,5.14955,-6.99,True,
2026-09-05T03:05:20.218104+00:00,MercadoBitcoin,BRL,5.15345,5.14955,-7.57,True,
2026-09-05T04:05:18.355037+00:00,IndependentReserve,SGD,1.26988,1.26867,-9.53,True,
2026-09-05T04:05:18.355037+00:00,Coins.ph,PHP,62.675,62.655,-3.19,True,
2026-09-05T04:05:18.355037+00:00,BTCTurk,TRY,48.3325,48.2775,-11.38,True,
2026-09-05T04:05:18.355037+00:00,Upbit,KRW,1370.0,1369.0,-7.3,True,
2026-09-05T04:05:18.355037+00:00,Indodax,IDR,17605.0,17608.0,1.7,True,
2026-09-05T04:05:18.355037+00:00,Bitkub,THB,32.925,32.925,0.0,True,
2026-09-05T04:05:18.355037+00:00,Bithumb,KRW,1369.5,1369.5,0.0,True,
2026-09-05T04:05:18.355037+00:00,Coinone,KRW,1369.5,1369.5,0.0,True,
2026-09-05T04:05:18.355037+00:00,Paribu,TRY,48.3665,48.3035,-13.03,True,
2026-09-05T04:05:18.355037+00:00,Pintu,IDR,17652.0,17645.0,-3.97,True,
2026-09-05T04:05:18.355037+00:00,Foxbit,BRL,5.15225,5.15005,-4.27,True,
2026-09-05T04:05:18.355037+00:00,MercadoBitcoin,BRL,5.15205,5.1505,-3.01,True,
2026-09-05T05:05:17.382404+00:00,IndependentReserve,SGD,1.26921,1.26867,-4.25,True,
2026-09-05T05:05:17.382404+00:00,Coins.ph,PHP,62.685,62.665,-3.19,True,
2026-09-05T05:05:17.382404+00:00,BTCTurk,TRY,48.326,48.2945,-6.52,True,
2026-09-05T05:05:17.382404+00:00,Upbit,KRW,1369.0,1370.0,7.3,True,
2026-09-05T05:05:17.382404+00:00,Indodax,IDR,17607.5,17610.5,1.7,True,
2026-09-05T05:05:17.382404+00:00,Bitkub,THB,32.925,32.915,-3.04,True,
2026-09-05T05:05:17.382404+00:00,Bithumb,KRW,1368.5,1368.5,0.0,True,
2026-09-05T05:05:17.382404+00:00,Coinone,KRW,1368.5,1368.5,0.0,True,
2026-09-05T05:05:17.382404+00:00,Paribu,TRY,48.3605,48.303,-11.89,True,
2026-09-05T05:05:17.382404+00:00,Pintu,IDR,17652.0,17645.0,-3.97,True,
2026-09-05T05:05:17.382404+00:00,Foxbit,BRL,5.15195,5.1505,-2.81,True,
2026-09-05T05:05:17.382404+00:00,MercadoBitcoin,BRL,5.15105,5.1517,1.26,True,
2026-09-05T06:05:14.402160+00:00,IndependentReserve,SGD,1.269195,1.26833,-6.82,True,
2026-09-05T06:05:14.402160+00:00,Coins.ph,PHP,62.685,62.665,-3.19,True,
2026-09-05T06:05:14.402160+00:00,BTCTurk,TRY,48.347,48.294,-10.96,True,
2026-09-05T06:05:14.402160+00:00,Upbit,KRW,1367.0,1367.0,0.0,True,
2026-09-05T06:05:14.402160+00:00,Indodax,IDR,17601.5,17597.0,-2.56,True,
2026-09-05T06:05:14.402160+00:00,Bitkub,THB,32.935,32.92,-4.55,True,
2026-09-05T06:05:14.402160+00:00,Bithumb,KRW,1367.5,1367.5,0.0,True,
2026-09-05T06:05:14.402160+00:00,Coinone,KRW,1367.5,1366.5,-7.31,True,
2026-09-05T06:05:14.402160+00:00,Paribu,TRY,48.3285,48.314,-3.0,True,
2026-09-05T06:05:14.402160+00:00,Pintu,IDR,17668.0,17660.0,-4.53,True,
2026-09-05T06:05:14.402160+00:00,Foxbit,BRL,5.15135,5.14935,-3.88,True,
2026-09-05T06:05:14.402160+00:00,MercadoBitcoin,BRL,5.15165,5.15125,-0.78,True,
2026-09-05T07:05:16.111106+00:00,IndependentReserve,SGD,1.268225,1.267975,-1.97,True,
2026-09-05T07:05:16.111106+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T07:05:16.111106+00:00,BTCTurk,TRY,48.2865,48.277,-1.97,True,
2026-09-05T07:05:16.111106+00:00,Upbit,KRW,1368.0,1368.0,0.0,True,
2026-09-05T07:05:16.111106+00:00,Indodax,IDR,17599.5,17589.0,-5.97,True,
2026-09-05T07:05:16.111106+00:00,Bitkub,THB,32.955,32.925,-9.1,True,
2026-09-05T07:05:16.111106+00:00,Bithumb,KRW,1367.5,1366.5,-7.31,True,
2026-09-05T07:05:16.111106+00:00,Coinone,KRW,1366.5,1366.5,0.0,True,
2026-09-05T07:05:16.111106+00:00,Paribu,TRY,48.3235,48.265,-12.11,True,
2026-09-05T07:05:16.111106+00:00,Pintu,IDR,17668.0,17660.0,-4.53,True,
2026-09-05T07:05:16.111106+00:00,Foxbit,BRL,5.15135,5.15085,-0.97,True,
2026-09-05T07:05:16.111106+00:00,MercadoBitcoin,BRL,5.15135,5.1513,-0.1,True,
2026-09-05T08:05:15.318424+00:00,IndependentReserve,SGD,1.26824,1.267985,-2.01,True,
2026-09-05T08:05:15.318424+00:00,Coins.ph,PHP,62.685,62.665,-3.19,True,
2026-09-05T08:05:15.318424+00:00,BTCTurk,TRY,48.264,48.277,2.69,True,
2026-09-05T08:05:15.318424+00:00,Upbit,KRW,1367.0,1368.0,7.32,True,
2026-09-05T08:05:15.318424+00:00,Indodax,IDR,17599.0,17606.0,3.98,True,
2026-09-05T08:05:15.318424+00:00,Bitkub,THB,32.965,32.96,-1.52,True,
2026-09-05T08:05:15.318424+00:00,Bithumb,KRW,1367.5,1367.5,0.0,True,
2026-09-05T08:05:15.318424+00:00,Coinone,KRW,1367.5,1367.5,0.0,True,
2026-09-05T08:05:15.318424+00:00,Paribu,TRY,48.2995,48.2235,-15.74,True,
2026-09-05T08:05:15.318424+00:00,Pintu,IDR,17652.0,17646.0,-3.4,True,
2026-09-05T08:05:15.318424+00:00,Foxbit,BRL,5.15285,5.15065,-4.27,True,
2026-09-05T08:05:15.318424+00:00,MercadoBitcoin,BRL,5.15305,5.15115,-3.69,True,
2026-09-05T09:05:15.616387+00:00,IndependentReserve,SGD,1.268205,1.267985,-1.73,True,
2026-09-05T09:05:15.616387+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T09:05:15.616387+00:00,BTCTurk,TRY,48.2595,48.2185,-8.5,True,
2026-09-05T09:05:15.616387+00:00,Upbit,KRW,1367.0,1368.0,7.32,True,
2026-09-05T09:05:15.616387+00:00,Indodax,IDR,17596.5,17590.5,-3.41,True,
2026-09-05T09:05:15.616387+00:00,Bitkub,THB,32.965,32.96,-1.52,True,
2026-09-05T09:05:15.616387+00:00,Bithumb,KRW,1367.5,1367.5,0.0,True,
2026-09-05T09:05:15.616387+00:00,Coinone,KRW,1367.5,1366.5,-7.31,True,
2026-09-05T09:05:15.616387+00:00,Paribu,TRY,48.2605,48.204,-11.71,True,
2026-09-05T09:05:15.616387+00:00,Pintu,IDR,17652.0,17648.0,-2.27,True,
2026-09-05T09:05:15.616387+00:00,Foxbit,BRL,5.15215,5.1513,-1.65,True,
2026-09-05T09:05:15.616387+00:00,MercadoBitcoin,BRL,5.15415,5.1519,-4.37,True,
2026-09-05T10:05:17.804520+00:00,IndependentReserve,SGD,1.26814,1.267565,-4.53,True,
2026-09-05T10:05:17.804520+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T10:05:17.804520+00:00,BTCTurk,TRY,48.24,48.2365,-0.73,True,
2026-09-05T10:05:17.804520+00:00,Upbit,KRW,1367.0,1368.0,7.32,True,
2026-09-05T10:05:17.804520+00:00,Indodax,IDR,17594.5,17591.0,-1.99,True,
2026-09-05T10:05:17.804520+00:00,Bitkub,THB,32.945,32.945,0.0,True,
2026-09-05T10:05:17.804520+00:00,Bithumb,KRW,1366.5,1367.5,7.32,True,
2026-09-05T10:05:17.804520+00:00,Coinone,KRW,1366.5,1366.5,0.0,True,
2026-09-05T10:05:17.804520+00:00,Paribu,TRY,48.2225,48.209,-2.8,True,
2026-09-05T10:05:17.804520+00:00,Pintu,IDR,17652.0,17648.0,-2.27,True,
2026-09-05T10:05:17.804520+00:00,Foxbit,BRL,5.15255,5.15155,-1.94,True,
2026-09-05T10:05:17.804520+00:00,MercadoBitcoin,BRL,5.15365,5.1524,-2.43,True,
2026-09-05T11:05:15.031510+00:00,IndependentReserve,SGD,1.26794,1.267635,-2.41,True,
2026-09-05T11:05:15.031510+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T11:05:15.031510+00:00,BTCTurk,TRY,48.2285,48.2135,-3.11,True,
2026-09-05T11:05:15.031510+00:00,Upbit,KRW,1367.0,1365.0,-14.63,True,
2026-09-05T11:05:15.031510+00:00,Indodax,IDR,17586.0,17586.5,0.28,True,
2026-09-05T11:05:15.031510+00:00,Bitkub,THB,32.935,32.915,-6.07,True,
2026-09-05T11:05:15.031510+00:00,Bithumb,KRW,1366.5,1366.5,0.0,True,
2026-09-05T11:05:15.031510+00:00,Coinone,KRW,1366.5,1366.5,0.0,True,
2026-09-05T11:05:15.031510+00:00,Paribu,TRY,48.2515,48.15,-21.04,True,
2026-09-05T11:05:15.031510+00:00,Pintu,IDR,17652.0,17648.0,-2.27,True,
2026-09-05T11:05:15.031510+00:00,Foxbit,BRL,5.15305,5.1517,-2.62,True,
2026-09-05T11:05:15.031510+00:00,MercadoBitcoin,BRL,5.15385,5.152,-3.59,True,
2026-09-05T12:05:15.770544+00:00,IndependentReserve,SGD,1.26788,1.26763,-1.97,True,
2026-09-05T12:05:15.770544+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T12:05:15.770544+00:00,BTCTurk,TRY,48.2445,48.132,-23.32,True,
2026-09-05T12:05:15.770544+00:00,Upbit,KRW,1367.0,1367.0,0.0,True,
2026-09-05T12:05:15.770544+00:00,Indodax,IDR,17581.5,17576.5,-2.84,True,
2026-09-05T12:05:15.770544+00:00,Bitkub,THB,32.935,32.925,-3.04,True,
2026-09-05T12:05:15.770544+00:00,Bithumb,KRW,1366.5,1366.5,0.0,True,
2026-09-05T12:05:15.770544+00:00,Coinone,KRW,1366.5,1366.5,0.0,True,
2026-09-05T12:05:15.770544+00:00,Paribu,TRY,48.2705,48.229,-8.6,True,
2026-09-05T12:05:15.770544+00:00,Pintu,IDR,17652.0,17647.0,-2.83,True,
2026-09-05T12:05:15.770544+00:00,Foxbit,BRL,5.15365,5.15155,-4.07,True,
2026-09-05T12:05:15.770544+00:00,MercadoBitcoin,BRL,5.15415,5.1521,-3.98,True,
2026-09-05T13:05:17.055213+00:00,IndependentReserve,SGD,1.267865,1.26762,-1.93,True,
2026-09-05T13:05:17.055213+00:00,Coins.ph,PHP,62.685,62.675,-1.6,True,
2026-09-05T13:05:17.055213+00:00,BTCTurk,TRY,48.2905,48.2175,-15.12,True,
2026-09-05T13:05:17.055213+00:00,Upbit,KRW,1367.0,1367.0,0.0,True,
2026-09-05T13:05:17.055213+00:00,Indodax,IDR,17580.5,17578.5,-1.14,True,
2026-09-05T13:05:17.055213+00:00,Bitkub,THB,32.935,32.925,-3.04,True,
2026-09-05T13:05:17.055213+00:00,Bithumb,KRW,1366.5,1365.5,-7.32,True,
2026-09-05T13:05:17.055213+00:00,Coinone,KRW,1366.5,1365.5,-7.32,True,
2026-09-05T13:05:17.055213+00:00,Paribu,TRY,48.2705,48.238,-6.73,True,
2026-09-05T13:05:17.055213+00:00,Pintu,IDR,17652.0,17647.0,-2.83,True,
2026-09-05T13:05:17.055213+00:00,Foxbit,BRL,5.15735,5.154,-6.5,True,
2026-09-05T13:05:17.055213+00:00,MercadoBitcoin,BRL,5.15585,5.15295,-5.62,True,
2026-09-05T14:05:15.982311+00:00,IndependentReserve,SGD,1.266295,1.267465,9.24,True,
2026-09-05T14:05:15.982311+00:00,Coins.ph,PHP,62.695,62.675,-3.19,True,
2026-09-05T14:05:15.982311+00:00,BTCTurk,TRY,48.329,48.246,-17.17,True,
2026-09-05T14:05:15.982311+00:00,Upbit,KRW,1366.0,1365.0,-7.32,True,
2026-09-05T14:05:15.982311+00:00,Indodax,IDR,17581.5,17577.0,-2.56,True,
2026-09-05T14:05:15.982311+00:00,Bitkub,THB,32.965,32.95,-4.55,True,
2026-09-05T14:05:15.982311+00:00,Bithumb,KRW,1366.5,1366.5,0.0,True,
2026-09-05T14:05:15.982311+00:00,Coinone,KRW,1366.5,1366.5,0.0,True,
2026-09-05T14:05:15.982311+00:00,Paribu,TRY,48.3125,48.2815,-6.42,True,
2026-09-05T14:05:15.982311+00:00,Pintu,IDR,17653.0,17647.0,-3.4,True,
2026-09-05T14:05:15.982311+00:00,Foxbit,BRL,5.15725,5.1554,-3.59,True,
2026-09-05T14:05:15.982311+00:00,MercadoBitcoin,BRL,5.15825,5.15565,-5.04,True,
2026-09-05T15:05:16.864988+00:00,IndependentReserve,SGD,1.267695,1.267465,-1.81,True,
2026-09-05T15:05:16.864988+00:00,Coins.ph,PHP,62.685,62.675,-1.6,True,
2026-09-05T15:05:16.864988+00:00,BTCTurk,TRY,48.344,48.28,-13.24,True,
2026-09-05T15:05:16.864988+00:00,Upbit,KRW,1367.0,1367.0,0.0,True,
2026-09-05T15:05:16.864988+00:00,Indodax,IDR,17576.5,17572.5,-2.28,True,
2026-09-05T15:05:16.864988+00:00,Bitkub,THB,32.975,32.98,1.52,True,
2026-09-05T15:05:16.864988+00:00,Bithumb,KRW,1366.5,1366.5,0.0,True,
2026-09-05T15:05:16.864988+00:00,Coinone,KRW,1366.5,1366.5,0.0,True,
2026-09-05T15:05:16.864988+00:00,Paribu,TRY,48.3545,48.291,-13.13,True,
2026-09-05T15:05:16.864988+00:00,Pintu,IDR,17653.0,17647.0,-3.4,True,
2026-09-05T15:05:16.864988+00:00,Foxbit,BRL,5.15815,5.15565,-4.85,True,
2026-09-05T15:05:16.864988+00:00,MercadoBitcoin,BRL,5.15765,5.15655,-2.13,True,
2026-09-05T16:05:17.684343+00:00,IndependentReserve,SGD,1.266445,1.267535,8.61,True,
2026-09-05T16:05:17.684343+00:00,Coins.ph,PHP,62.685,62.665,-3.19,True,
2026-09-05T16:05:17.684343+00:00,BTCTurk,TRY,48.3745,48.283,-18.91,True,
2026-09-05T16:05:17.684343+00:00,Upbit,KRW,1366.0,1366.0,0.0,True,
2026-09-05T16:05:17.684343+00:00,Indodax,IDR,17575.5,17570.5,-2.84,True,
2026-09-05T16:05:17.684343+00:00,Bitkub,THB,32.955,32.95,-1.52,True,
2026-09-05T16:05:17.684343+00:00,Bithumb,KRW,1365.5,1366.0,3.66,True,
2026-09-05T16:05:17.684343+00:00,Coinone,KRW,1365.5,1365.5,0.0,True,
2026-09-05T16:05:17.684343+00:00,Paribu,TRY,48.3545,48.298,-11.68,True,
2026-09-05T16:05:17.684343+00:00,Pintu,IDR,17668.0,17657.0,-6.23,True,
2026-09-05T16:05:17.684343+00:00,Foxbit,BRL,5.16225,5.15955,-5.23,True,
2026-09-05T16:05:17.684343+00:00,MercadoBitcoin,BRL,5.16205,5.15865,-6.59,True,
2026-09-05T17:05:13.089712+00:00,IndependentReserve,SGD,1.267725,1.267855,1.03,True,
2026-09-05T17:05:13.089712+00:00,Coins.ph,PHP,62.685,62.665,-3.19,True,
2026-09-05T17:05:13.089712+00:00,BTCTurk,TRY,48.3795,48.2825,-20.05,True,
2026-09-05T17:05:13.089712+00:00,Upbit,KRW,1365.0,1365.0,0.0,True,
2026-09-05T17:05:13.089712+00:00,Indodax,IDR,17572.5,17569.0,-1.99,True,
2026-09-05T17:05:13.089712+00:00,Bitkub,THB,32.955,32.93,-7.59,True,
2026-09-05T17:05:13.089712+00:00,Bithumb,KRW,1365.5,1365.5,0.0,True,
2026-09-05T17:05:13.089712+00:00,Coinone,KRW,1365.5,1365.5,0.0,True,
2026-09-05T17:05:13.089712+00:00,Paribu,TRY,48.3655,48.292,-15.2,True,
2026-09-05T17:05:13.089712+00:00,Pintu,IDR,17653.0,17647.0,-3.4,True,
2026-09-05T17:05:13.089712+00:00,Foxbit,BRL,5.16195,5.15885,-6.01,True,
2026-09-05T17:05:13.089712+00:00,MercadoBitcoin,BRL,5.16245,5.15865,-7.36,True,
2026-09-05T18:05:16.992491+00:00,IndependentReserve,SGD,1.268835,1.26877,-0.51,True,
2026-09-05T18:05:16.992491+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T18:05:16.992491+00:00,BTCTurk,TRY,48.3855,48.3045,-16.74,True,
2026-09-05T18:05:16.992491+00:00,Upbit,KRW,1365.0,1365.0,0.0,True,
2026-09-05T18:05:16.992491+00:00,Indodax,IDR,17572.5,17567.0,-3.13,True,
2026-09-05T18:05:16.992491+00:00,Bitkub,THB,32.955,32.95,-1.52,True,
2026-09-05T18:05:16.992491+00:00,Bithumb,KRW,1364.5,1364.0,-3.66,True,
2026-09-05T18:05:16.992491+00:00,Coinone,KRW,1364.5,1364.5,0.0,True,
2026-09-05T18:05:16.992491+00:00,Paribu,TRY,48.3535,48.299,-11.27,True,
2026-09-05T18:05:16.992491+00:00,Pintu,IDR,17653.0,17648.0,-2.83,True,
2026-09-05T18:05:16.992491+00:00,Foxbit,BRL,5.15865,5.15845,-0.39,True,
2026-09-05T18:05:16.992491+00:00,MercadoBitcoin,BRL,5.15705,5.1571,0.1,True,
2026-09-05T19:05:17.109095+00:00,IndependentReserve,SGD,1.268835,1.268675,-1.26,True,
2026-09-05T19:05:17.109095+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T19:05:17.109095+00:00,BTCTurk,TRY,48.376,48.2885,-18.09,True,
2026-09-05T19:05:17.109095+00:00,Upbit,KRW,1364.0,1366.0,14.66,True,
2026-09-05T19:05:17.109095+00:00,Indodax,IDR,17572.5,17566.0,-3.7,True,
2026-09-05T19:05:17.109095+00:00,Bitkub,THB,32.955,32.95,-1.52,True,
2026-09-05T19:05:17.109095+00:00,Bithumb,KRW,1364.5,1364.5,0.0,True,
2026-09-05T19:05:17.109095+00:00,Coinone,KRW,1364.5,1364.5,0.0,True,
2026-09-05T19:05:17.109095+00:00,Paribu,TRY,48.3535,48.2995,-11.17,True,
2026-09-05T19:05:17.109095+00:00,Pintu,IDR,17653.0,17647.0,-3.4,True,
2026-09-05T19:05:17.109095+00:00,Foxbit,BRL,5.15985,5.1596,-0.48,True,
2026-09-05T19:05:17.109095+00:00,MercadoBitcoin,BRL,5.16105,5.15845,-5.04,True,
2026-09-05T20:05:17.357173+00:00,IndependentReserve,SGD,1.26894,1.268875,-0.51,True,
2026-09-05T20:05:17.357173+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T20:05:17.357173+00:00,BTCTurk,TRY,48.3905,48.293,-20.15,True,
2026-09-05T20:05:17.357173+00:00,Upbit,KRW,1365.0,1364.0,-7.33,True,
2026-09-05T20:05:17.357173+00:00,Indodax,IDR,17572.5,17566.5,-3.41,True,
2026-09-05T20:05:17.357173+00:00,Bitkub,THB,32.955,32.95,-1.52,True,
2026-09-05T20:05:17.357173+00:00,Bithumb,KRW,1364.5,1364.5,0.0,True,
2026-09-05T20:05:17.357173+00:00,Coinone,KRW,1364.5,1364.5,0.0,True,
2026-09-05T20:05:17.357173+00:00,Paribu,TRY,48.3685,48.3185,-10.34,True,
2026-09-05T20:05:17.357173+00:00,Pintu,IDR,17653.0,17648.0,-2.83,True,
2026-09-05T20:05:17.357173+00:00,Foxbit,BRL,5.16175,5.1597,-3.97,True,
2026-09-05T20:05:17.357173+00:00,MercadoBitcoin,BRL,5.16205,5.16255,0.97,True,
2026-09-05T21:05:15.178359+00:00,IndependentReserve,SGD,1.268935,1.26887,-0.51,True,
2026-09-05T21:05:15.178359+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T21:05:15.178359+00:00,BTCTurk,TRY,48.3875,48.362,-5.27,True,
2026-09-05T21:05:15.178359+00:00,Upbit,KRW,1365.0,1364.0,-7.33,True,
2026-09-05T21:05:15.178359+00:00,Indodax,IDR,17572.5,17566.5,-3.41,True,
2026-09-05T21:05:15.178359+00:00,Bitkub,THB,32.955,32.95,-1.52,True,
2026-09-05T21:05:15.178359+00:00,Bithumb,KRW,1364.5,1364.5,0.0,True,
2026-09-05T21:05:15.178359+00:00,Coinone,KRW,1364.5,1364.5,0.0,True,
2026-09-05T21:05:15.178359+00:00,Paribu,TRY,48.3685,48.3225,-9.51,True,
2026-09-05T21:05:15.178359+00:00,Pintu,IDR,17653.0,17648.0,-2.83,True,
2026-09-05T21:05:15.178359+00:00,Foxbit,BRL,5.16275,5.15955,-6.2,True,
2026-09-05T21:05:15.178359+00:00,MercadoBitcoin,BRL,5.16315,5.16255,-1.16,True,
2026-09-05T22:05:17.480980+00:00,IndependentReserve,SGD,1.268675,1.26837,-2.4,True,
2026-09-05T22:05:17.480980+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T22:05:17.480980+00:00,BTCTurk,TRY,48.3285,48.2755,-10.97,True,
2026-09-05T22:05:17.480980+00:00,Upbit,KRW,1365.0,1365.0,0.0,True,
2026-09-05T22:05:17.480980+00:00,Indodax,IDR,17573.0,17565.0,-4.55,True,
2026-09-05T22:05:17.480980+00:00,Bitkub,THB,32.945,32.935,-3.04,True,
2026-09-05T22:05:17.480980+00:00,Bithumb,KRW,1364.5,1364.5,0.0,True,
2026-09-05T22:05:17.480980+00:00,Coinone,KRW,1364.5,1364.5,0.0,True,
2026-09-05T22:05:17.480980+00:00,Paribu,TRY,48.3325,48.3125,-4.14,True,
2026-09-05T22:05:17.480980+00:00,Pintu,IDR,17653.0,17647.0,-3.4,True,
2026-09-05T22:05:17.480980+00:00,Foxbit,BRL,5.16285,5.16015,-5.23,True,
2026-09-05T22:05:17.480980+00:00,MercadoBitcoin,BRL,5.16275,5.1623,-0.87,True,
2026-09-05T23:05:16.848313+00:00,IndependentReserve,SGD,1.26849,1.26834,-1.18,True,
2026-09-05T23:05:16.848313+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-05T23:05:16.848313+00:00,BTCTurk,TRY,48.3285,48.2775,-10.55,True,
2026-09-05T23:05:16.848313+00:00,Upbit,KRW,1364.0,1363.0,-7.33,True,
2026-09-05T23:05:16.848313+00:00,Indodax,IDR,17571.5,17565.0,-3.7,True,
2026-09-05T23:05:16.848313+00:00,Bitkub,THB,32.945,32.935,-3.04,True,
2026-09-05T23:05:16.848313+00:00,Bithumb,KRW,1364.5,1364.5,0.0,True,
2026-09-05T23:05:16.848313+00:00,Coinone,KRW,1364.5,1364.5,0.0,True,
2026-09-05T23:05:16.848313+00:00,Paribu,TRY,48.3495,48.3025,-9.72,True,
2026-09-05T23:05:16.848313+00:00,Pintu,IDR,17654.0,17647.0,-3.97,True,
2026-09-05T23:05:16.848313+00:00,Foxbit,BRL,5.16545,5.16255,-5.61,True,
2026-09-05T23:05:16.848313+00:00,MercadoBitcoin,BRL,5.16135,5.16205,1.36,True,
2026-09-06T00:05:16.624944+00:00,IndependentReserve,SGD,1.26767,1.267455,-1.7,True,
2026-09-06T00:05:16.624944+00:00,Coins.ph,PHP,62.675,62.665,-1.6,True,
2026-09-06T00:05:16.624944+00:00,BTCTurk,TRY,48.3325,48.276,-11.69,True,
2026-09-06T00:05:16.624944+00:00,Upbit,KRW,1366.0,1365.0,-7.32,True,
2026-09-06T00:05:16.624944+00:00,Indodax,IDR,17571.5,17563.0,-4.84,True,
2026-09-06T00:05:16.624944+00:00,Bitkub,THB,32.955,32.955,0.0,True,
2026-09-06T00:05:16.624944+00:00,Bithumb,KRW,1365.5,1365.5,0.0,True,
2026-09-06T00:05:16.624944+00:00,Coinone,KRW,1365.5,1364.5,-7.32,True,
2026-09-06T00:05:16.624944+00:00,Paribu,TRY,48.3495,48.303,-9.62,True,
2026-09-06T00:05:16.624944+00:00,Pintu,IDR,17654.0,17647.0,-3.97,True,
2026-09-06T00:05:16.624944+00:00,Foxbit,BRL,5.16325,5.1619,-2.61,True,
2026-09-06T00:05:16.624944+00:00,MercadoBitcoin,BRL,5.16225,5.1618,-0.87,True,
